EventID,EventDateDisplayRange,Title,Area,City,State,Zip,Begindate,Enddate,Opendate,Closedate,SearchLevels,DisplayLevels,Result,Lon,Lat,ProvisionalCalendar,EventVenueAddress,EventVenueFacilityName,EventVenueCity,EventVenueState,EventVenueZip,XEntryStatus,EventWebsite,UseaApprovalStatus,FEIOpenDate,FEICloseDate
17668,JUNE 12,Woodland Stallion Station H.T. ,6,Woodland,CA,95695,6/12/2021,6/12/2021,4/27/2021,5/25/2021,"Intro,FEH-YEAR,2S,3S,4S,Starter,BN,N,T,P","FEH-2,FEH-3,FEH-4,FEH-YEAR,Intro,Starter,BN,N,T,P",0,-121.876749,38.692305,True,34270 County Road 20,Woodland Stallion Station,Woodland ,CA,95695,False,woodlandstallion.com,approved,,
17673,"JUNE 18-20, 2021",Shepherd Ranch SYVPC H.T. I ,6,Santa Ynez,CA,93460,6/18/2021,6/20/2021,5/4/2021,6/1/2021,"Intro,BN,N,TN,T,PT,P,IP","Intro,BN,N,TN,T,PT,P,IP",0,-120.067222,34.62442,True,1460 Hwy 154,Shepherd Ranch,Santa Ynez,CA,93460,False,http://www.shepherdrancheventing.com,approved,,
17690,"JULY 1-4, 2021",Twin Rivers Summer H.T. - Pending USEF Approval,6,Paso Robles,CA,93446,7/1/2021,7/4/2021,5/18/2021,6/15/2021,"Intro,FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S,BN,N,T,P,I,A,A","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,Intro,YEH-4,YEH-5,BN,N,T,P,I,CT-A,A",0,-120.692764,35.727787,True,8715 N. River Rd,Twin Rivers Horse Park,Paso Robles,CA,93446,False,http://www.twinrivershorsepark.com,approved,,
17725,"AUGUST 12-15, 2021",The Summer Event at Woodside ,6,Woodside,CA,94062,8/12/2021,8/15/2021,6/29/2021,7/27/2021,"Intro,FEH-YEAR,2S,3S,BN,N,T,MT,P,I,AI","FEH-2,FEH-3,FEH-YEAR,Intro,BN,N,T,MT,P,I,AI",0,-122.245483,37.407471,True,3674 Sand Hill Rd.,Woodside Horse Park,Woodside,CA,94062,False,http://www.woodsideeventing.com,approved,,
17736,"AUGUST 27-29, 2021",Shepherd Ranch SYVPC H.T. II,6,Santa Ynez,CA,93460,8/27/2021,8/29/2021,7/13/2021,8/10/2021,"Intro,BN,N,TN,T,PT,P,IP","Intro,BN,N,TN,T,PT,P,IP",0,-120.067222,34.62442,True,1460 Hwy 154,Shepherd Ranch,Santa Ynez,CA,93460,False,http://www.shepherdrancheventing.com,approved,,
17744,SEPTEMBER 4,Woodland Stallion Station H.T. - Pending USEF Approval,6,Woodland,CA,95695,9/4/2021,9/4/2021,7/20/2021,8/17/2021,"Intro,Starter,BN,N,T,M,P","Intro,Starter,BN,N,T,M,P",0,-121.876749,38.692305,True,34270 County Road 20,Woodland Stallion Station,Woodland ,CA,95695,False,http://woodlandstallion.com/,approved,,
17746,"SEPTEMBER 10-12, 2021","Copper Meadows Eventing, LLC H.T. ",6,Ramona,CA,92065,9/10/2021,9/12/2021,7/27/2021,8/24/2021,"Intro,BN,N,T,P,I,A,A","Intro,BN,N,T,P,I,CT-A,A",0,-116.904612,33.041472,True,633 Montecito Way,Copper Meadows Horse Park,Ramona,CA,92065,False,http://www.copper-meadows.com,approved,,
17763,"SEPTEMBER 23-26, 2021",Twin Rivers Fall International,6,Paso Robles,CA,93446,9/23/2021,9/26/2021,8/10/2021,9/7/2021,"YEH-5,4S,2S,3S,4S,Intro,FEH-YEAR,BN,N,T,P,I,A,CCI2-S,CCI3-S,CCI4-S","FEH-2,FEH-3,FEH-4,FEH-YEAR,Intro,YEH-4,YEH-5,BN,N,T,P,I,A,CCI2-S,CCI3-S,CCI4-S",0,-120.692764,35.727787,True,8715 N. River Rd,Twin Rivers Horse Park,Paso Robles,CA,93446,False,http://twinrivershorsepark.com/,approved,,
17778,"OCTOBER 7-10, 2021",Woodside International H.T. Pending USEF Approval,6,Woodside,CA,94062,10/7/2021,10/10/2021,8/24/2021,9/21/2021,"Intro,BN,N,T,P,I,A,CCI2-S,CCI3-S,CCI4-S","Intro,BN,N,T,P,I,A,CCI2-S,CCI3-S,CCI4-S",0,-122.245483,37.407471,True,3674 Sand Hill Rd.,Woodside Horse Park,Woodside,CA,94062,False,http://www.woodsideeventing.com,approved,,
17789,"OCTOBER 22-24, 2021",Fresno County Horse Park H.T. - Pending USEF Approval,6,Fresno,CA,93724,10/22/2021,10/24/2021,9/7/2021,10/5/2021,"Intro,BN,N,T,M,P,I","Intro,BN,N,T,M,P,I",0,-119.923032,36.843311,True,7430 N. Weber Ave,Fresno County Horsepark,Fresno,CA,93722,False,http://www.fresnocountyhorsep.com,approved,,
17822,"OCTOBER 29-30, 2021",USEA FEH & YEH West Coast Championships,6,Paso Robles,CA,93446,10/29/2021,10/30/2021,9/14/2021,10/12/2021,"FEH-YEAR,YEH-5,4S,2S,3S,4S","FEH-2,FEH-3,FEH-4,FEH-YEAR,YEH-4,YEH-5",0,-120.692764,35.727787,True,8715 N. River Rd,Twin Rivers Horse Park,Paso Robles,CA,93446,False,http://twinrivershorsepark.com/,approved,,
17797,"NOVEMBER 3-7, 2021",Galway Downs International Event & H.T.,6,Temecula,CA,92592,11/3/2021,11/7/2021,9/21/2021,10/19/2021,"BN,NBN,N,TN,T,MT,M,P,CCI2-L,CCI3-L,CCI4-L","BN,NBN,N,TN,T,MT,M,P,CCI2-L,CCI3-L,CCI4-L",0,-117.033958,33.487278,True,38801 Los Corralitos Rd,Galway Downs,Temecula,CA,92592,False,http://www.galwaydowns.net,approved,9/1/2021,9/29/2021
17810,"NOVEMBER 19-21, 2021",Fresno County Horse Park H.T. - Pending USEF Approval,6,Fresno,CA,93722,11/19/2021,11/21/2021,10/5/2021,11/2/2021,"Intro,BN,BN3D,N,N3D,T,T3D,M,P,I","Intro,BN,BN3D,N,N3D,T,T3D,M,P,I",0,-119.923032,36.843311,True,7430 N. Weber Ave,Fresno County Horsepark,Fresno,CA,93722,False,http://www.Fresnocountyhorsep.com,approved,10/5/2021,11/2/2021
17632,"MAY 13-16, 2021",Spokane Sport Horse Spring H.T.,7,Spokane,WA,99224,5/13/2021,5/16/2021,3/30/2021,4/27/2021,"Intro,FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S,BN,N,T,M,P,I,AI","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,Intro,YEH-4,YEH-5,BN,N,T,M,P,I,AI",0,-117.46257,47.554176,True,10710 S Sherman Rd,Spokane Sport Horse Farm,Spokane,WA,99224,False,http://www.spokanesporthorse.com,approved,,
17651,"MAY 28-30, 2021",Equestrians' Institute H.T.,7,Cle Elum,WA,98922,5/28/2021,5/30/2021,4/13/2021,5/11/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-120.966752,47.194533,True,1202 Douglas Munro Blvd,Washington State Horse Park,Cle Elum,WA,98922,False,http://einw.org,approved,,
17666,"JUNE 11-13, 2021",Aspen Farms H.T. ,7,Yelm,WA,98597,6/11/2021,6/13/2021,4/27/2021,5/25/2021,"BN,N,T,P,I,CCI2-S,CCI3-S","BN,N,T,P,I,CCI2-S,CCI3-S",0,-122.607213,46.896835,True,13042 Morris Rd,Aspen Farms,Yelm,WA,98597,False,http://www.aspenfarmseventing.com/,approved,,
17684,"JUNE 25-27, 2021",Inavale Farm HT ,7,Philomath,OR,97370,6/25/2021,6/27/2021,5/11/2021,6/8/2021,"Intro,BN,N,T,P,I","Intro,BN,N,T,P,I",0,-123.381601,44.501595,True,31786 Horse Farm Lane,Inavale Farm,Philomath,OR,97370,False,http://www.inavalefarm.com,approved,,
17687,"JUNE 26-27, 2021",Arrowhead H.T.,7,Billings,MT,59105,6/26/2021,6/27/2021,5/11/2021,6/8/2021,"Starter,BN,N,T,P","CT-Starter,BN,N,T,P",0,-108.58403,45.85384,True,3651 Alkali Creek Rd.,Warfield Park,Billings,MT,59105,False,http://www.warfieldpark.org,approved,,
17706,"JULY 21-25, 2021",Event at Rebecca Farm,7,Kalispell,MT,59901,7/21/2021,7/25/2021,6/8/2021,7/6/2021,"BN,N,N3D,T,T3D,M,P,I,A,CCI4-S,CCI2-L,CCI3-L,CCI4-L","BN,N,N3D,T,T3D,M,P,I,A,CCI4-S,CCI2-L,CCI3-L,CCI4-L",0,-114.376572,48.229515,True,1010 West Springcreek Rd,Rebecca Farm,Kalispell,MT,59901,False,http://www.rebeccafarm.org/,approved,6/8/2021,7/6/2021
17717,"AUGUST 6-8, 2021",Area VII Young Rider Benefit H.T.,7,Centralia,WA,98531,8/6/2021,8/8/2021,6/22/2021,7/20/2021,"Intro,FEH,BN,N,T,P","FEH,Intro,BN,N,T,P",0,-123.083809,46.758701,True,828 Lincoln Creek Rd,Lincoln Creek,Chehalis,WA,98531,False,https://www.areavii.org/benefit-horse-trials,approved,,
17732,"AUGUST 20-22, 2021",Caber Farm H.T.,7,Onalaska,WA,98570,8/20/2021,8/22/2021,7/6/2021,8/3/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-122.732574,46.559375,True,213 Jensen Rd.,Caber Farm,Onalaska,WA,98570,False,http://www.caberfarm.com/,approved,,
17741,"SEPTEMBER 3-5, 2021",Equestrians' Institute H.T. ,7,Cle Elum,WA,98922,9/3/2021,9/5/2021,7/20/2021,8/17/2021,"BN,N,T,P,I","BN,N,T,P,I",0,-120.966752,47.194533,True,1202 Douglas Munro Blvd,Washington State Horse Park,Cle Elum,WA,98922,False,http://einw.org,approved,,
17754,"SEPTEMBER 17-19, 2021",Aspen Farms H.T. ,7,Yelm,WA,98597,9/17/2021,9/19/2021,8/3/2021,8/31/2021,"BN,N,T,P,I,A","BN,N,T,P,I,A",0,-122.607213,46.896835,True,13042 Morris Rd,Aspen Farms,Yelm,WA,98597,False,http://www.aspenfarmseventing.com/,approved,,
17768,"SEPTEMBER 30 - OCTOBER 3, 2021",Spokane Sport Horse Seventh Annual Fall H.T. ,7,Spokane,WA,99224,9/30/2021,10/3/2021,8/17/2021,9/14/2021,"Intro,FEH-YEAR,YEH-5,4S,2S,3S,4S,BN,BN3D,N,N3D,T,T3D,M,M3D,P,P3D,I,AI,CCI2-S,CCI1-S,CCI3-S","FEH-2,FEH-3,FEH-4,FEH-YEAR,Intro,YEH-4,YEH-5,BN,BN3D,N,N3D,T,T3D,M,M3D,P,P3D,I,AI,CCI1-S,CCI2-S,CCI3-S",0,-117.46257,47.554176,True,10710 S Sherman Rd,Spokane Sport Horse Farm,Spokane,WA,99224,False,http://www.spokanesporthorse.com,approved,8/17/2021,9/14/2021
17610,"APRIL 10-11, 2021",Spring Bay H.T.,8,Lexington,KY,40511,4/10/2021,4/11/2021,2/23/2021,3/23/2021,"Starter,BN,N,T,M,P","Starter,BN,N,T,M,P",0,-84.5168,38.151688,True,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,False,http://www.kyevents.net,approved,,
17617,"APRIL 21-25, 2021",Land Rover Kentucky Three-Day Event ,8,Lexington,KY,40511,4/21/2021,4/25/2021,2/23/2021,3/23/2021,"CCI4-S,CCI5-L","CCI4-S,CCI5-L",0,-84.5168,38.151688,True,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,False,https://kentuckythreedayevent.com/,approved,2/23/2021,3/23/2021
17816,"MAY 8-9, 2021",Miami Valley H.T. at Twin Towers,8,Yellow Springs,OH,45387,5/8/2021,5/9/2021,3/23/2021,4/20/2021,"Starter,BN,N,T","Starter,BN,N,T",0,-80.908832,40.807526,True,31407 Schneider Rd,Stone Gate Farm,Hanoverton,OH,44423,False,http://,approved,,
17635,"MAY 14-16, 2021",Winona Horse Trials,8,Hanoverton,OH,44423,5/14/2021,5/16/2021,3/30/2021,4/27/2021,"FEH-YEAR,YEH-5,NEH,4S,2S,3S,4S,Starter,BN,N,T,P","FEH-2,FEH-3,FEH-4,FEH-YEAR,NEH,Starter,YEH-4,YEH-5,BN,N,T,P",0,-80.908832,40.807526,True,31407 Schneider Rd,Stone Gate Farm,Hanoverton,OH,44423,False,http://www.stonegatefarm.org/,approved,,
17649,"MAY 28-30, 2021",May-Daze at the Park H.T.,8,Lexington,KY,40511,5/28/2021,5/30/2021,4/13/2021,5/11/2021,"Starter,BN,N,TN,T,PT,P,IP","Starter,BN,N,TN,T,PT,P,IP",0,-84.5168,38.151688,True,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,False,http://www.champagnerun.com,approved,,
17657,"JUNE 3-6, 2021","IEA Horse Trials, Classic Training & Novice 3-Day Event",8,Edinburgh,IN,46124,6/3/2021,6/6/2021,4/20/2021,5/18/2021,"Starter,BN,N,N3D,T,T3D,M,P,IP","Starter,BN,N,N3D,T,T3D,M,P,IP",0,-86.041138,39.307491,True,"Hoosier Horse Park, Camp Atterbury",Hoosier Horse Park,Edinburgh,IN,46124,False,http://www.indyeventers.org/,approved,4/20/2021,5/18/2021
17677,"JUNE 19-20, 2021",Honey Run H.T.,8,Ann Arbor,MI,48103,6/19/2021,6/20/2021,5/4/2021,6/1/2021,"Starter,BN,N,T","Starter,BN,N,T",0,-83.859131,42.263641,True,1478 Honey Run Dr,,Ann Arbor,MI,48103,False,http://www.eventingmichigan.org,approved,,
17685,"JUNE 25-27, 2021",Midsouth Pony Club H.T.,8,Lexington,KY,40511,6/25/2021,6/27/2021,5/11/2021,6/8/2021,"Starter,BN,N,T,P,IP","Starter,BN,N,T,P,IP",0,-84.5168,38.151688,True,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,False,https://midsouth.ponyclub.org/,approved,,
17693,"JULY 3-4, 2021",Cobblestone Farms H.T. I ,8,Chelsea,MI,48118,7/3/2021,7/4/2021,5/18/2021,6/15/2021,"Starter,BN,N,T,M,P,I","Starter,BN,N,T,M,P,I",0,-83.844574,42.365833,True,5601 Zeeb Road,Cobblestone Farm,Dexter,MI,48130,False,http://www.cobblestonefarmsllc.com,approved,,
17702,"JULY 16-18, 2021",Champagne Run at the Park H.T.,8,Lexington,KY,40504,7/16/2021,7/18/2021,6/1/2021,6/29/2021,"Starter,BN,N,TN,T,PT,P,IP","Starter,BN,N,TN,T,PT,P,IP",0,-84.404932,37.93902,True,5911 Old Richmond Road,Champagne Run Farm,Lexington,KY,40515,False,http://www.champagnerun.com,approved,,
17713,"AUGUST 6-8, 2021",Hoosier H.T. - Pending USEF Approval,8,Edinburgh,IN,46124,8/6/2021,8/8/2021,6/22/2021,7/20/2021,"Starter,BN,N,T,M,P","Starter,BN,N,T,M,P",0,-86.041138,39.307491,True,"Hoosier Horse Park, Camp Atterbury",Hoosier Horse Park,Edinburgh,IN,46124,False,http://www.pennyoaksstables.com,approved,,
17718,"AUGUST 6-8, 2021",Cobblestone Farms H.T. II,8,Dexter,MI,48130,8/6/2021,8/8/2021,6/22/2021,7/20/2021,"Starter,BN,N,T,M,P,I","Starter,BN,N,T,M,P,I",0,-83.844574,42.365833,True,5601 Zeeb Road,Cobblestone Farm,Dexter,MI,48130,False,http://www.cobblestonefarmsllc.com,approved,,
17730,"AUGUST 21-22, 2021",Metamora Hunt II Pony Club H.T.,8,Metamora,MI,48455,8/21/2021,8/22/2021,7/6/2021,8/3/2021,"Starter,BN,N,T","Starter,BN,N,T",0,-85.982407,42.132523,True,79561 Stapleton Rd,Chardon Valley Farm,Decatur,MI,49045,False,http://www.huntersrunfarm.com/,approved,,
17740,"AUGUST 31 - SEPTEMBER 5, 2021","USEA AEC, $60,000 Adequan Advanced Final, and ATC Finals",8,Lexington,KY,40511,8/31/2021,9/5/2021,7/20/2021,8/17/2021,"BN,N,T,M,P,I,A","BN,N,T,M,P,I,A",0,-84.5168,38.151688,True,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,False,http://useventing.com/aec,approved,,
17749,"SEPTEMBER 11-12, 2021",Chardon Valley H.T.,8,Decatur,MI,49045,9/11/2021,9/12/2021,7/27/2021,8/24/2021,"Starter,BN,N,T,M","Starter,BN,N,T,M",0,-85.982407,42.132523,True,79561 Stapleton Rd,Chardon Valley Farm,Decatur,MI,49045,False,"http://www.eventingmichigan.org, , https://www.facebook.com/ChardonValleyHorseTrials/",approved,,
17756,"SEPTEMBER 17-19, 2021",Flying Cross Farm H.T.,8,Goshen,KY,40026,9/17/2021,9/19/2021,8/3/2021,8/31/2021,"FEH-YEAR,YEH-5,4S,2S,3S,4S,BN,N,T,P","FEH-2,FEH-3,FEH-4,FEH-YEAR,YEH-4,YEH-5,BN,N,T,P",0,-85.523209,38.426964,True,9220 W Hwy 42 ,Flying Cross Farm,Goshen,KY,40026,False,www.flyingcrossfarm.org,approved,,
17761,"SEPTEMBER 18-19, 2021",Stone Gate Farm H.T.,8,Hanoverton,OH,44423,9/18/2021,9/19/2021,8/3/2021,8/31/2021,"FEH-YEAR,2S,3S,4S,Starter,BN,N,T,P","FEH-2,FEH-3,FEH-4,FEH-YEAR,Starter,BN,N,T,P",0,-80.908832,40.807526,True,31407 Schneider Rd,Stone Gate Farm,Hanoverton,OH,44423,False,http://www.stonegatefarm.org,approved,,
17771,"OCTOBER 1-3, 2021",Jump Start H.T. ,8,Lexington,KY,40511,10/1/2021,10/3/2021,8/17/2021,9/14/2021,"Starter,BN,N,T,P,I","Starter,BN,N,T,P,I",0,-84.602646,38.045734,True,4201 Versailles Rd ,KHP - Keeneland Park,Lexington,KY,40510,False,https://keeneland.ponyclub.org,approved,,
17788,"OCTOBER 20-24, 2021",Hagyard Midsouth Three-day Event,8,Lexington,KY,40511,10/20/2021,10/24/2021,9/7/2021,10/5/2021,"BN,N,T,T3D,P,P3D,I,CCI3-S,CCI2-L,CCI3-L","BN,N,T,T3D,P,P3D,I,CCI3-S,CCI2-L,CCI3-L",0,-84.5168,38.151688,True,4089 Iron Works Pkwy,Kentucky Horse Park,Lexington,KY,40511,False,http://www.kyevents.net,approved,8/24/2021,9/21/2021
17627,"MAY 7-9, 2021",The Event at Skyline,9,Mount Pleasant,UT,84032,5/7/2021,5/9/2021,3/23/2021,4/20/2021,"Intro,BN,N,T,PT,P,I","Intro,BN,N,T,PT,P,I",0,-111.475851,39.531776,True,995 W 1000 S,Skyline Eventing Park,Mt Pleasant,UT,84647,False,www.facebook.com/SkylineEventingPark,approved,,
17646,"MAY 22-23, 2021",Spring Gulch H.T.,9,Littleton,CO,80129,5/22/2021,5/23/2021,4/6/2021,5/4/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-104.995361,39.485371,True,Hwy 85,Spring Gulch Equestrian Area,Littleton,CO,92065,False,http://springgulchhorsetrials.com ,approved,,
17817,"JUNE 4-6, 2021",The Event at Archer - Pending USEF Approval,9,Cheyenne,WY,82009,6/4/2021,6/6/2021,4/20/2021,5/18/2021,"Starter,BN,N,T,P,I","Starter,BN,N,T,P,I",0,-104.655,41.152444,True,3967 Archer Parkway,Archer Eventing Park,Cheyenne,WY,82009,False,http://www.EventatArcher.com,approved,,
17658,"JUNE 5-6, 2021",Colorado Horse Park H.T.,9,Parker,CO,80134,6/5/2021,6/6/2021,4/20/2021,5/18/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-104.743507,39.436527,True,7522 South Pinery Drive,Colorado Horse Park Western Arena Complex,Parker,CO,80134,False,http://www.coloradohorsepark.com/,approved,,
17676,"JUNE 12-13, 2021",Golden Spike H.T.,9,Ogden,UT,84404,6/12/2021,6/13/2021,4/27/2021,5/25/2021,"Intro,BN,N,T,PT,P","Intro,BN,N,T,PT,P",0,-112.008549,41.275977,True,1000 N 1200 W,Golden Spike Event Center,Ogden,UT,84404,False,https://www.wasatchponyclub.com/events-1/golden-spike-horse-trials-2020,approved,,
17818,"JUNE 25-27, 2021",Spring Hollow Equestrian Park - Pending USEF Approval,9,Hesperus,CO,81326,6/25/2021,6/27/2021,5/11/2021,6/8/2021,"BN,N,T,M,P","BN,N,T,M,P",0,-104.743507,39.436527,True,7522 South Pinery Drive,Colorado Horse Park Western Arena Complex,Parker,CO,80134,False,http://www.coloradohorsepark.com/,approved,,
17700,"JULY 10-11, 2021",Powder Basin H.T. ,9,Gillette,WY,82718,7/10/2021,7/11/2021,5/25/2021,6/22/2021,"Intro,BN,BN,N,N,T,T,PT,P,P","Intro,CT-BN,BN,CT-N,N,CT-T,T,PT,CT-P,P",0,-105.444402,44.279338,True,Camplex Equestrian Park,Camplex Equestrian Park,Gillette,WY,82718,False,http://www.powderbasinequestrian.com/,approved,,
17697,JULY 10,Round Top H.T.,9,Castle Rock,CO,80108,7/10/2021,7/10/2021,5/25/2021,6/22/2021,"Intro,BN,N,T","Intro,BN,N,T",0,-104.861244,39.437568,True,1393 Mesa Ridge Ln,,Castle Rock,CO,80108,False,www.useventing.com,approved,,
17721,"AUGUST 7-8, 2021",Spring Gulch H.T. ,9,Littleton,CO,80129,8/7/2021,8/8/2021,6/22/2021,7/20/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-104.995361,39.485371,True,Hwy 85,Spring Gulch Equestrian Area,Littleton,CO,92065,False,http://www.msea-ccc.org/,approved,,
17733,"AUGUST 20-22, 2021",The Event at Archer,9,Cheyenne,WY,82009,8/20/2021,8/22/2021,7/6/2021,8/3/2021,"Starter,BN,N,T,P,I","Starter,BN,N,T,P,I",0,-104.655,41.152444,True,3967 Archer Parkway,Archer Eventing Park,Cheyenne,WY,82009,False,http://www.EventatArcher.com,approved,,
17755,"SEPTEMBER 17-19, 2021",The Event at Skyline - Pending USEF Approval,9,Mount Pleasant,UT,84032,9/17/2021,9/19/2021,8/3/2021,8/31/2021,"Intro,BN,N,T,PT,P,IP,I","Intro,BN,N,T,PT,P,IP,I",0,-111.475851,39.531776,True,995 W 1000 S,Skyline Eventing Park,Mt Pleasant,UT,84647,False,http://www.skylineeventingpark.com,approved,,
17801,"OCTOBER 2-3, 2021",Moqui Meadows H.T. ,9,Greeley,CO,80634,10/2/2021,10/3/2021,8/17/2021,9/14/2021,"Intro,BN,N,T","Intro,BN,N,T",0,-105.073921,40.39275,True,8445 E County Rd,,Loveland,CO,80534,False,www.useventing.com,approved,,
17819,"OCTOBER 15-17, 2021",Spring Hollow Equestrian Park - Pending USEF Approval,9,Hesperus,CO,81326,10/15/2021,10/17/2021,8/31/2021,9/28/2021,"BN,N,T,M,P","BN,N,T,M,P",0,-104.743507,39.436527,True,7522 South Pinery Drive,Colorado Horse Park Western Arena Complex,Parker,CO,80134,False,http://www.coloradohorsepark.com/,approved,,
17594,"MARCH 20-21, 2021",Southern Arizona H.T. ,10,Tucson,AZ,85747,3/20/2021,3/21/2021,2/2/2021,3/2/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-111.6929297,35.144368,True,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,True,http://www.southernarizonaeventing.org/,approved,,
17654,"MAY 29-30, 2021",Spring Coconino H.T.  ,10,Flagstaff,AZ,86001,5/29/2021,5/30/2021,4/13/2021,5/11/2021,"Intro,BN,N,T,P,IP,I","Intro,BN,N,T,P,IP,I",0,-111.6929297,35.144368,True,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,False,http://www.coconinohorsetrials.com/,approved,,
17695,"JULY 2-4, 2021",Coconino Summer I H.T.  ,10,Flagstaff,AZ,86001,7/2/2021,7/4/2021,5/18/2021,6/15/2021,"Intro,Pre-Comp,BN,N,T,P,P,IP,I,I","Intro,Pre-Comp,BN,N,T,CT-P,P,IP,CT-I,I",0,-111.6929297,35.144368,True,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,False,http://www.coconinohorsetrials.com/,approved,,
17701,"JULY 8-10, 2021","Summer Coconino H.T and Western Underground, Inc TR, N, BN3D",10,Flagstaff,AZ,86001,7/8/2021,7/10/2021,5/25/2021,6/22/2021,"Intro,BN,BN,BN3D,N,N3D,T,T,T3D,P,P,IP,I,I,A","Intro,CT-BN,BN,BN3D,N,N3D,CT-T,T,T3D,CT-P,P,IP,CT-I,I,CT-A",0,-111.6929297,35.144368,True,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,False,http://www.coconinohorsetrials.com/,approved,5/25/2021,6/22/2021
17764,"SEPTEMBER 25-26, 2021",The Event at Isaacks Ranch - Pending USEF Approval,10,Las Cruces,NM,88012,9/25/2021,9/26/2021,8/10/2021,9/7/2021,"Intro,Starter,BN,N,T,PT,M","Intro,Starter,BN,N,T,PT,M",0,-106.698944,32.452377,True,65 County Rd D-66,Isaacks Ranch,Las Cruces,NM,88012,False,www.isaacksranch.com,approved,,
17618,"OCTOBER 9-10, 2021",St. Johns H.T. - Pending Approval,10,Saint Johns,AZ,85936,10/9/2021,10/10/2021,8/24/2021,9/21/2021,"Derby,Pre-Comp,BN,BN,N,N,T,T,PT,P","Derby,Pre-Comp,CT-BN,BN,CT-N,N,CT-T,T,PT,CT-P",0,-109.373999,34.51151,True,"845 W 4th N., St. ",St. Johns Equestrian Center,Johns,AZ,85936,False,http://www.coconinohorsetrials.com,approved,,
17806,"NOVEMBER 20-21, 2021",Southern Arizona H.T. - Pending USEF Approval,10,Tucson,AZ,85747,11/20/2021,11/21/2021,10/5/2021,11/2/2021,"Intro,BN,N,T,P","Intro,BN,N,T,P",0,-111.6929297,35.144368,True,Fort TutHill Fairgrounds,Fort Tut Hill Fairgrounds,Flagstaff,AZ,86001,False,http://www.southernarizonaeventing.org/,approved,,
