Dress Score,Stad Jump,Stad Time,XC Jump,XC Time,Final Score,Final Place,RF,Elimination
33,8,0,20,0,61,12,0,0
24.8,0,0,0,0,24.8,1,0,0
25.5,0,0,0,0,25.5,2,0,0
34.5,0,0,0,0,34.5,3,0,0
37,0,0,0,0,37,4,0,0
38.5,4,0,0,0,42.5,5,0,0
43.5,0,0,0,0,43.5,6,0,0
37.8,0,0,20,0,57.8,7,0,0
28,0,0,40,0,68,8,0,0
34.5,0,0,40,0,74.5,9,0,0
42.5,0,0,40,0,82.5,10,0,0
31.6,0,0,0,0,31.6,1,0,0
36.9,0,0,0,0,36.9,2,0,0
36.6,0,0,20,0,56.6,3,0,0
31.9,16,0,20,0,67.9,4,0,0
30.7,0,0,0,0,30.7,1,0,0
34.1,0,0,0,0,34.1,2,0,0
34.8,0,0,0,0,34.8,3,0,0
35.7,0,0,0,0,35.7,4,0,0
32.9,4,0,0,0,36.9,5,0,0
33.3,4,0,0,0,37.3,6,0,0
33.5,0,0,0,0,33.5,3,0,0
29.8,4,0,0,0,33.8,4,0,0
34,0,0,0,0,34,5,0,0
34.3,0,0,0,0,34.3,6,0,0
34.8,0,0,0,0,34.8,7,0,0
35.8,0,0,0,0,35.8,8,0,0
37.5,4,0,0,0,41.5,9,0,0
43.5,0,0,0,0,43.5,10,0,0
38.3,12,0,0,0,50.3,11,0,0
38.5,4,0,20,0,62.5,12,0,0
33.3,4,0,0,0,37.3,3,0,0
34.3,4,0,20,0,58.3,4,0,0
30.5,0,0,0,0,30.5,1,0,0
27.4,4,0,0,0,31.4,2,0,0
33.8,0,0,0,0,33.8,3,0,0
30.7,4,0,0,0,34.7,4,0,0
36,4,0,0,0,40,5,0,0
35,8,0,0,0,43,6,0,0
35.2,8,0,0,0,43.2,7,0,0
28.6,0,0,0,0,28.6,1,0,0
29.8,0,0,0,0,29.8,2,0,0
29.3,4,0,0,0,33.3,3,0,0
34.3,0,0,0,0,34.3,4,0,0
32.9,4,0,0,0,36.9,5,0,0
31.2,8,0,20,0,59.2,6,0,0
34.3,8,0,20,0,62.3,7,0,0
32.1,8,0,60,0,100.1,8,0,0
26.2,8,0,0,0,34.2,1,0,0
36.4,0,0,0,0,36.4,4,0,0
33.8,8,0,0,0,41.8,5,0,0
25.7,4,0,20,0,49.7,6,0,0
34.1,0,0,20,0,54.1,7,0,0
35.7,8,0,40,0,83.7,8,0,0
28.3,0,0,0,0,28.3,1,0,0
28.3,4,0,0,0,32.3,2,0,0
33.1,0,0,0,0,33.1,3,0,0
40,0,0,0,0,40,4,0,0
32.5,8,0,0,0,40.5,5,0,0
39.4,8,0,0,0,47.4,6,0,0
38.1,4,0,20,0,62.1,7,0,0
46.1,0,0,20,0,66.1,8,0,0
33.1,8,0,60,0,101.1,9,0,0
40.3,4,0,60,0,104.3,10,0,0
30,0,0,0,0,30,1,0,0
30.8,0,0,0,0,30.8,2,0,0
31.9,0,0,0,0,31.9,3,0,0
34.2,0,0,0,0,34.2,4,0,0
30,0,0,20,0,50,5,0,0
31.9,0,0,20,0,51.9,6,0,0
35.3,0,0,20,0,55.3,7,0,0
35.6,0,0,20,0,55.6,8,0,0
35,4,0,20,0,59,9,0,0
34.7,12,0,20,0,66.7,10,0,0
34.2,4,0,40,0,78.2,11,0,0
36.4,8,0,145,0,189.4,12,0,0
28.6,0,0,0,0,28.6,1,0,0
29.4,0,0,0,0,29.4,2,0,0
30,0,0,0,0,30,3,0,0
31.4,0,0,0,0,31.4,4,0,0
33.9,0,0,0,0,33.9,5,0,0
36.1,8,0,0,0,44.1,6,0,0
29.7,0,0,20,0,49.7,7,0,0
36.9,4,0,20,0,60.9,8,0,0
41.1,4,0,20,0,65.1,9,0,0
26.7,4,0,0,0,30.7,1,0,0
30.8,0,0,0,0,30.8,2,0,0
31.1,0,0,0,0,31.1,3,0,0
31.7,0,0,0,0,31.7,4,0,0
34.2,0,0,0,0,34.2,5,0,0
34.4,4,0,0,0,38.4,6,0,0
41.7,0,0,0,0,41.7,9,0,0
38.3,4,0,0,0,42.3,10,0,0
42.5,0,0,0,0,42.5,11,0,0
42.8,0,0,20,0,62.8,12,0,0
43.9,0,0,40,0,83.9,13,0,0
29.7,0,0,0,0,29.7,1,0,0
33.3,0,0,0,0,33.3,2,0,0
34.4,0,0,0,0,34.4,3,0,0
32.2,4,0,0,0,36.2,4,0,0
36.4,0,0,0,0,36.4,5,0,0
40.8,8,0,0,0,48.8,6,0,0
29.1,0,0,0,0,29.1,1,0,0
30,0,0,0,0,30,2,0,0
30.5,0,0,0,0,30.5,3,0,0
31.4,0,0,0,0,31.4,4,0,0
33.3,0,0,0,0,33.3,5,0,0
31,4,0,0,0,35,6,0,0
35.3,4,0,0,0,39.3,1,0,0
40,0,0,0,0,40,2,0,0
26.1,0,0,0,0,26.1,1,0,0
30.8,0,0,0,0,30.8,2,0,0
35.8,8,0,0,0,43.8,3,0,0
25.3,0,0,0,0,25.3,1,0,0
35,0,0,0,0,35,2,0,0
36.9,0,0,0,0,36.9,3,0,0
34.2,0,0,0,0,34.2,1,0,0
36.4,0,0,0,0,36.4,1,0,0
34.3,8,0,0,0,42.3,2,0,0
38.6,8,0,0,0,46.6,3,0,0
38.3,16,0,0,0,54.3,4,0,0
30.7,0,0,0,0,30.7,1,0,0
31.4,0,0,0,0,31.4,2,0,0
38.3,0,0,0,0,38.3,3,0,0
40.2,0,0,0,0,40.2,4,0,0
37.1,4,0,0,0,41.1,5,0,0
36.2,16,0,0,0,52.2,6,0,0
35.5,4,0,20,0,59.5,7,0,0
42.9,8,0,20,0,70.9,8,0,0
28.6,8,0,60,0,96.6,9,0,0
34.3,0,0,0,0,34.3,1,0,0
30.5,4,0,0,0,34.5,2,0,0
36.7,0,0,0,0,36.7,3,0,0
32.9,4,0,0,0,36.9,4,0,0
38.3,0,0,0,0,38.3,5,0,0
42.1,0,0,0,0,42.1,6,0,0
46,0,0,0,0,46,9,0,0
25.5,0,0,0,0,25.5,1,0,0
38.8,0,0,0,0,38.8,2,0,0
27.4,12,0,0,0,39.4,3,0,0
36,4,0,0,0,40,4,0,0
27.6,0,0,20,0,47.6,5,0,0
38.3,12,0,0,0,50.3,6,0,0
33.1,4,0,0,0,37.1,1,0,0
37.6,4,0,0,0,41.6,2,0,0
44.8,0,0,0,0,44.8,3,0,0
37.9,8,0,0,0,45.9,4,0,0
42.4,4,0,0,0,46.4,5,0,0
42.4,8,0,0,0,50.4,6,0,0
43.1,0,0,20,0,63.1,7,0,0
24.8,4,0,0,0,28.8,1,0,0
29.8,0,0,0,0,29.8,2,0,0
30,0,0,0,0,30,3,0,0
27.9,4,0,0,0,31.9,4,0,0
27.6,8,0,0,0,35.6,5,0,0
31.9,4,0,0,0,35.9,6,0,0
28.1,0,0,20,0,48.1,7,0,0
36,16,0,0,0,52,8,0,0
28.8,4,0,0,0,32.8,1,0,0
34.1,0,0,0,0,34.1,2,0,0
34.8,0,0,0,0,34.8,3,0,0
36.2,0,0,0,0,36.2,4,0,0
37.9,4,0,0,0,41.9,5,0,0
34.3,12,0,0,0,46.3,6,0,0
41.2,8,0,0,0,49.2,7,0,0
32.1,0,0,60,0,92.1,8,0,0
38.8,8,0,65,0,111.8,9,0,0
21.9,4,0,0,0,25.9,1,0,0
26.4,0,0,0,0,26.4,2,0,0
26.9,0,0,0,0,26.9,3,0,0
24.3,4,0,0,0,28.3,4,0,0
21.7,8,0,0,0,29.7,5,0,0
31.9,0,0,0,0,31.9,6,0,0
33.3,0,0,0,0,33.3,7,0,0
31,4,0,0,0,35,8,0,0
35.2,8,0,0,0,43.2,9,0,0
46.2,0,0,0,0,46.2,10,0,0
23.1,12,0,20,0,55.1,11,0,0
24.3,0,0,0,0,24.3,1,0,0
30.2,0,0,0,0,30.2,2,0,0
32.6,0,0,0,0,32.6,3,0,0
32.9,0,0,0,0,32.9,4,0,0
35.5,4,0,40,0,79.5,5,0,0
26.1,0,0,0,0,26.1,1,0,0
25.3,4,0,0,0,29.3,2,0,0
29.4,4,0,0,0,33.4,3,0,0
40.6,0,0,0,0,40.6,4,0,0
36.7,4,0,0,0,40.7,5,0,0
37.2,4,0,0,0,41.2,6,0,0
45.6,4,0,0,0,49.6,7,0,0
33.9,4,0,20,0,57.9,8,0,0
37.8,0,0,0,0,37.8,1,0,0
33.9,4,0,0,0,37.9,2,0,0
35.6,0,0,20,0,55.6,3,0,0
45.8,4,0,20,0,69.8,4,0,0
33.1,0,0,0,0,33.1,1,0,0
30.6,4,0,0,0,34.6,2,0,0
33.9,4,0,0,0,37.9,3,0,0
43.3,0,0,0,0,43.3,4,0,0
42.8,4,0,0,0,46.8,5,0,0
39.7,8,0,0,0,47.7,6,0,0
43.3,8,0,0,0,51.3,7,0,0
44.7,8,0,0,0,52.7,8,0,0
30.8,4,0,20,0,54.8,9,0,0
45.6,12,0,0,0,57.6,10,0,0
16.1,0,0,0,0,16.1,1,0,0
15.6,4,0,0,0,19.6,2,0,0
23.3,0,0,0,0,23.3,3,0,0
19.7,4,0,0,0,23.7,4,0,0
20,4,0,0,0,24,5,0,0
28.3,0,0,0,0,28.3,6,0,0
25,4,0,0,0,29,7,0,0
30.8,4,0,0,0,34.8,8,0,0
28.1,0,0,20,0,48.1,11,0,0
37.8,0,0,20,0,57.8,12,0,0
23.1,4,0,0,0,27.1,1,0,0
27.2,0,0,0,0,27.2,2,0,0
32.2,0,0,0,0,32.2,3,0,0
33.6,0,0,0,0,33.6,4,0,0
36.7,0,0,0,0,36.7,5,0,0
37.2,0,0,0,0,37.2,6,0,0
34.4,4,0,0,0,38.4,7,0,0
38.9,0,0,0,0,38.9,8,0,0
33.3,8,0,0,0,41.3,9,0,0
38.1,12,0,0,0,50.1,10,0,0
36.9,4,0,40,0,80.9,11,0,0
33.6,4,0,0,0,37.6,1,0,0
37.8,0,0,0,0,37.8,2,0,0
31.4,0,0,20,0,51.4,3,0,0
48.3,4,0,0,0,52.3,4,0,0
31.4,4,0,20,0,55.4,5,0,0
36.4,0,0,20,0,56.4,6,0,0
46.4,8,0,20,0,74.4,7,0,0
33.9,0,0,65,0,98.9,8,0,0
33.6,0,0,0,0,33.6,1,0,0
35.8,4,0,0,0,39.8,2,0,0
37.5,4,0,0,0,41.5,3,0,0
38.6,4,0,0,0,42.6,4,0,0
41.7,8,0,0,0,49.7,5,0,0
50.6,0,0,0,0,50.6,6,0,0
38.6,0,0,20,0,58.6,7,0,0
33.9,0,0,0,0,33.9,1,0,0
31.1,0,0,0,0,31.1,3,0,0
33.9,0,0,0,0,33.9,4,0,0
37.5,4,0,0,0,41.5,5,0,0
37.8,4,0,0,0,41.8,6,0,0
34.2,8,0,0,0,42.2,7,0,0
38.3,4,0,0,0,42.3,8,0,0
33.1,0,0,0,0,33.1,1,0,0
35.8,0,0,0,0,35.8,2,0,0
37.2,0,0,0,0,37.2,3,0,0
38.9,0,0,0,0,38.9,4,0,0
41.4,0,0,0,0,41.4,5,0,0
43.6,0,0,0,0,43.6,6,0,0
43.9,0,0,0,0,43.9,7,0,0
39.2,8,0,0,0,47.2,8,0,0
42.5,12,0,60,0,114.5,9,0,0
21.9,4,0,0,0,25.9,1,0,0
26.1,0,0,0,0,26.1,2,0,0
26.4,4,0,0,0,30.4,3,0,0
30.6,0,0,0,0,30.6,4,0,0
26.7,4,0,0,0,30.7,5,0,0
46.1,8,0,0,0,54.1,6,0,0
21.9,16,0,20,0,57.9,7,0,0
24.2,16,0,40,0,80.2,8,0,0
27.8,0,0,0,0,27.8,1,0,0
32.5,0,0,0,0,32.5,2,0,0
35.8,0,0,0,0,35.8,3,0,0
19.1,0,0,0,0,19.1,1,0,0
20,0,0,0,0,20,2,0,0
22.8,0,0,0,0,22.8,3,0,0
24.1,0,0,0,0,24.1,4,0,0
20.6,4,0,0,0,24.6,5,0,0
29.7,0,0,0,0,29.7,6,0,0
22.2,8,0,0,0,30.2,7,0,0
27.8,0,0,0,0,27.8,1,0,0
28.4,0,0,0,0,28.4,2,0,0
30.9,0,0,0,0,30.9,3,0,0
31.9,0,0,0,0,31.9,1,0,0
34.4,0,0,0,0,34.4,2,0,0
37.8,0,0,0,0,37.8,3,0,0
35,0,0,20,0,55,4,0,0
20.9,8,0,0,0,28.9,3,0,0
33.4,0,0,0,0,33.4,4,0,0
33.8,0,0,0,0,33.8,5,0,0
25.3,0,0,20,0,45.3,6,0,0
28.8,0,0,0,0,28.8,1,0,0
29.4,0,0,0,0,29.4,2,0,0
33.4,0,0,0,0,33.4,3,0,0
34.4,0,0,0,0,34.4,4,0,0
30.7,0,0,0,0,30.7,1,0,0
29.1,0,0,0,8,37.1,2,0,0
33.9,0,0,0,6.8,40.7,3,0,0
29.3,0,0.8,0,12,42.1,4,0,0
33.4,4,0,0,7.6,45,5,0,0
36.6,8,0,0,11.6,56.2,6,0,0
39.5,16,0,0,10.4,65.9,7,0,0
30.5,4,3.2,20,12.4,70.1,8,0,0
32,0,0,20,23.6,75.6,9,0,0
30,4,0,60,30,124,10,0,0
30.5,0,0,0,3.2,33.7,1,0,0
29.1,0,0,0,4.8,33.9,2,0,0
30.2,4,0,0,0,34.2,3,0,0
32.9,0,0,0,4.8,37.7,4,0,0
31.4,8,0,0,1.6,41,5,0,0
29.6,0,0,0,13.2,42.8,6,0,0
32.5,0,0.4,0,10,42.9,7,0,0
30.2,0,0,0,15.2,45.4,8,0,0
34.1,0,0,0,19.2,53.3,9,0,0
32.3,8,0,0,20.4,60.7,10,0,0
37.5,4,0,0,22.4,63.9,11,0,0
26.7,0,0,0,0,26.7,1,0,0
25.8,0,0,0,2,27.8,2,0,0
27.9,4,0,0,0,31.9,3,0,0
31.5,0,0,0,3.6,35.1,4,0,0
28.1,4,0,0,9.2,41.3,5,0,0
33.5,8,0,0,4.4,45.9,6,0,0
29.4,4,0,0,13.6,47,7,0,0
40.2,4,1.6,0,23.6,69.4,8,0,0
23.3,0,0,0,3.6,26.9,1,0,0
26,0,0,0,2.8,28.8,2,0,0
28.8,0,0,0,7.2,36,3,0,0
25,0,0,0,11.6,36.6,4,0,0
31.7,0,0,0,5.6,37.3,5,0,0
33.8,0,0,0,5.2,39,6,0,0
31.5,12,0,0,2.4,45.9,7,0,0
32.1,8,0,0,9.2,49.3,8,0,0
38.8,4,0,0,15.6,58.4,9,0,0
27.5,4,0,20,36,87.5,10,0,0
23.3,4,0,0,0,27.3,1,0,0
31.3,0,0,0,2.4,33.7,2,0,0
30.6,0,0,0,9.6,40.2,3,0,0
31.7,4,0,0,9.6,45.3,4,0,0
31.3,20,0,0,7.6,58.9,5,0,0
27.9,0,1.6,0,29.6,59.1,6,0,0
31.3,0,0,20,19.2,70.5,7,0,0
19.6,0,0,0,0,19.6,1,0,0
23,0,0,0,0,23,2,0,0
23.9,0,0,0,0,23.9,3,0,0
28,0,0,0,0,28,4,0,0
30.5,0,0,0,0,30.5,5,0,0
33.4,0,0,0,0,33.4,6,0,0
29.1,4,0,0,0.4,33.5,7,0,0
29.6,4,0,0,0,33.6,8,0,0
25.7,8,0,0,0,33.7,9,0,0
28,0,0,0,6,34,10,0,0
35.5,0,0,0,0,35.5,11,0,0
35.7,0,0,0,0,35.7,12,0,0
22.7,4,0,0,12.8,39.5,13,0,0
33,0,0,20,1.6,54.6,14,0,0
27.5,0,0,20,8.4,55.9,15,0,0
28.3,0,0,0,0,28.3,1,0,0
30.8,4,0,0,0,34.8,2,0,0
30.6,8,0,20,5.2,63.8,3,0,0
37.7,4,0,20,12,73.7,4,0,0
28.9,0,0.4,0,0,29.3,1,0,0
30.7,0,0,0,0,30.7,2,0,0
33.4,0,0,0,0,33.4,3,0,0
36.1,0,0,0,0,36.1,4,0,0
32.5,0,0,0,3.6,36.1,5,0,0
28.2,8,0,0,0,36.2,6,0,0
32.1,8,0,0,0,40.1,7,0,0
40.9,0,0,0,4.8,45.7,8,0,0
33.4,4,0,0,8.4,45.8,9,0,0
25.7,0,0,0,0,25.7,1,0,0
26.9,0,0,0,0,26.9,2,0,0
26.7,0,0,0,0.4,27.1,3,0,0
27.9,0,0,0,0,27.9,4,0,0
27.9,4,0,0,0,31.9,5,0,0
32.6,0,0,0,0,32.6,6,0,0
32.9,0,0,0,0,32.9,7,0,0
30,4,0,0,0,34,8,0,0
30.5,4,0,0,0,34.5,9,0,0
29.1,8,0,0,0,37.1,10,0,0
31.9,8,0,0,0,39.9,11,0,0
28.6,12,0,0,0,40.6,12,0,0
36.7,12,0,0,0,48.7,13,0,0
31.4,0,0,20,0,51.4,14,0,0
38.6,12,2.8,0,0,53.4,15,0,0
24.3,0,0,0,0,24.3,1,0,0
25.5,0,0,0,0,25.5,2,0,0
25.7,0,0.8,0,0,26.5,3,0,0
26.7,0,0,0,0,26.7,4,0,0
26.7,0,0,0,0,26.7,5,0,0
27.4,0,0,0,0,27.4,6,0,0
27.9,0,0,0,0,27.9,7,0,0
27.1,0,0,0,1.2,28.3,8,0,0
29.3,0,0,0,0,29.3,9,0,0
25,4,0,0,1.2,30.2,10,0,0
23.8,8,0,0,0,31.8,11,0,0
31.7,0,0,0,2.8,34.5,12,0,0
38.1,0,0,0,0,38.1,15,0,0
32.4,8,0,0,0,40.4,16,0,0
33.3,0,0,20,9.6,62.9,17,0,0
23.5,0,0,0,0,23.5,1,0,0
23.3,4,0,0,0,27.3,2,0,0
32.3,0,0,0,0,32.3,3,0,0
39.3,0,0,0,0,39.3,4,0,0
39.5,0,0,0,0,39.5,5,0,0
24,4,0,0,11.6,39.6,6,0,0
30.5,4,0,80,23.2,137.7,7,0,0
25.3,0,0,0,0,25.3,1,0,0
27.8,0,0,0,0,27.8,2,0,0
29.3,0,0,0,0,29.3,3,0,0
27,4,0,0,0,31,4,0,0
27.3,4,0,0,0,31.3,5,0,0
27.2,0,6:57,2,0,27.2,1,0,0
30.5,0,6:51,3,0,30.5,2,0,0
31.3,0,7:02,4,0,31.3,3,0,0
32.4,0,6:39,7,0,32.4,4,0,0
34.2,0,6:53,9,0,34.2,5,0,0
35.6,0,7:00,11,0,35.6,6,0,0
26.6,0,7:27,5,0,35.8,7,0,0
36,0,7:09,12,0,36,8,0,0
32.2,0,6:39,6,0,36.2,9,0,0
34.3,0,7:12,10,0,38.3,10,0,0
36.5,0,7:07,13,0,40.5,11,0,0
39.1,0,7:07,17,0,43.1,12,0,0
40.3,0,7:06,18,0,44.3,13,0,0
32.6,0,7:01,8,0.4,45,14,0,0
39.4,0,7:20,20,0,45.8,15,0,0
38.6,0,6:57,16,0,46.6,16,0,0
35.2,0,7:20,14,0,49.6,17,0,0
37.7,0,7:04,15,0,49.7,18,0,0
37.8,0,7:43,21,0,57.4,19,0,0
32.3,20,7:28,24,0,57.9,20,0,0
34.8,20,7:21,23,0,61.6,21,0,0
26.5,0,6:59,1,3.2,61.7,22,0,0
49.1,0,7:27,22,2,64.3,23,0,0
31.3,40,7:49,26,1.2,98.5,24,0,0
34.8,40,7:48,27,2.8,99.2,25,0,0
37.8,20,8:18,25,5.6,105,26,0,0
36.6,60,7:47,28,0,121.8,27,0,0
29.8,0,7:54,1,0.4,30.2,1,0,0
29.9,0,8:14,2,0.4,35.5,2,0,0
38.2,0,8:03,3,0,38.2,3,0,0
38.3,0,8:14,4,0,39.5,4,0,0
40,0,7:57,5,0,44,5,0,0
44.6,0,8:07,7,0,48.6,6,0,0
34.2,0,8:35,6,0,51.8,7,0,0
34.8,15,7:47,9,0,53.8,8,0,0
40.6,0,8:26,8,1.2,55.8,9,0,0
35,20,9:22,10,0,87.4,10,0,0
35.6,20,10:08,11,0.4,110.8,11,0,0
29.4,0,10:01,1,1.2,31,1,0,0
32,0,9:41,2,0.4,32.4,2,0,0
34.8,0,10:03,3,0.4,36.4,3,0,0
33.3,0,10:07,4,2,38.1,4,0,0
36.7,0,10:04,5,2.8,41.1,5,0,0
31.3,15,10:01,7,0.4,51.1,6,0,0
35.2,0,10:17,6,0.4,54.4,7,0,0
34.1,15,10:21,8,0,57.5,8,0,0
37.7,20,10:12,9,0.4,62.9,9,0,0
34.9,35,10:48,11,0.8,101.9,10,0,0
18.9,0,5:31,1,0,18.9,1,0,0
24.8,0,5:35,3,0,24.8,2,0,0
24.1,0,6:03,8,0,31.3,3,0,0
26.1,0,6:01,9,0,32.5,4,0,0
28.7,0,5:41,5,0,32.7,5,0,0
24.4,0,6:09,10,0,34,6,0,0
27.2,0,6:04,13,0,34.8,7,0,0
30.9,0,5:28,7,0,34.9,8,0,0
28.9,0,5:58,11,0.8,34.9,9,0,0
34.6,0,5:30,12,0.8,35.4,10,0,0
24.6,0,6:12,14,0,35.4,11,0,0
30.7,0,5:44,6,2.8,37.5,12,0,0
28,0,5:33,4,0,44,13,0,0
23.5,0,5:34,2,0,55.5,14,0,0
42,0,6:02,16,0,60.8,15,0,0
32,0,6:22,15,0,62.8,16,0,0
33.5,20,6:19,18,0,67.1,17,0,0
33.5,20,6:36,19,0,85.9,18,0,0
33,0,5:43,2,0,33,1,0,0
33.3,0,5:42,3,0,33.3,2,0,0
29.6,0,5:55,4,0.8,34.4,3,0,0
35.4,0,5:49,8,0,37,4,0,0
38,0,5:30,10,0.4,38.4,5,0,0
33.3,0,5:52,7,0,40.1,6,0,0
30.2,0,5:50,1,0,40.2,7,0,0
33,0,6:00,11,0,43,8,0,0
35.9,0,5:43,6,0,43.9,9,0,0
40.2,0,5:37,12,0,44.2,10,0,0
36.5,0,6:01,15,2.4,45.3,11,0,0
36.3,0,5:59,13,0,45.9,12,0,0
38,0,5:56,14,0,50.4,13,0,0
34.1,0,6:16,18,0,50.5,14,0,0
44.8,0,5:33,16,0,52.8,15,0,0
37,0,6:20,20,2,53,16,0,0
37.4,0,5:44,9,0,53.4,17,0,0
33,0,6:21,19,1.6,57,18,0,0
36.7,0,6:33,21,0,59.9,19,0,0
34.6,0,6:49,23,0,60.2,20,0,0
37,20,5:43,22,0,65,21,0,0
39.1,20,6:23,25,0,74.3,22,0,0
31.1,20,6:18,24,0,76.3,23,0,0
36.1,20,6:53,26,0.4,91.7,24,0,0
35.7,20,7:12,27,0,94.5,25,0,0
33.3,0,5:44,3,0,33.3,1,0,0
33.8,0,6:00,5,0,33.8,2,0,0
30.5,0,5:28,1,0,34.5,3,0,0
34.8,0,5:41,7,0,34.8,4,0,0
35.2,0,5:37,8,0,35.2,5,0,0
31.4,0,5:24,2,0,35.4,6,0,0
33.6,0,6:00,4,0,37.6,7,0,0
38.1,0,5:23,10,0,38.1,8,0,0
36,0,5:54,9,0,40,9,0,0
42.6,0,5:08,11,0,46.6,10,0,0
34.3,0,5:41,6,3.2,49.5,11,0,0
33.8,20,5:55,12,0,53.8,12,0,0
35,0,6:54,13,0,58.2,13,0,0
32.4,40,6:41,14,0,86.4,14,0,0
44.3,60,6:29,16,0,113.5,15,0,0
22.1,0,5:03,1,0,22.1,1,0,0
24.1,0,5:19,3,0,24.1,2,0,0
24.8,0,5:14,5,0,24.8,3,0,0
25.5,0,5:12,6,0,25.5,4,0,0
26.4,0,5:22,7,0.4,26.8,5,0,0
26.1,0,5:29,9,0.4,27.3,6,0,0
28.6,0,5:23,11,0,28.6,7,0,0
29.6,0,5:14,17,0,29.6,8,0,0
30.7,0,5:19,18,0,30.7,9,0,0
27.1,0,5:36,18,0,30.7,10,0,0
27.5,0,5:03,10,0,31.5,11,0,0
23.9,0,5:15,2,0,31.9,12,0,0
24.1,0,5:19,3,0,32.1,13,0,0
32.1,0,5:01,22,0,32.1,14,0,0
26.6,0,5:06,8,1.6,32.2,15,0,0
28.6,0,5:19,11,0,32.6,16,0,0
29.1,0,4:57,15,0,33.1,17,0,0
35.5,0,5:24,28,0,35.5,18,0,0
31.6,0,5:16,21,0,35.6,19,0,0
32.1,0,5:16,22,0,36.1,20,0,0
26.1,0,5:42,22,0,36.1,21,0,0
36.4,0,5:06,29,0,36.4,22,0,0
29.3,0,5:24,16,0,37.3,23,0,0
35,0,4:57,26,0,39,24,0,0
36.6,0,5:33,34,0,39,25,0,0
29.1,0,5:32,20,0,39.1,26,0,0
28.9,0,4:58,13,0,40.9,27,0,0
34.8,0,5:28,27,0,43.2,28,0,0
30.7,0,5:52,35,0,44.7,29,0,0
33.6,0,5:35,31,0,44.8,30,0,0
28.9,0,5:19,13,0,44.9,31,0,0
41.1,0,5:07,36,0,45.1,32,0,0
41.6,0,5:21,37,0,45.6,33,0,0
39.3,0,5:33,38,0,45.7,34,0,0
35.2,0,5:30,29,0,48.4,35,0,0
34.8,0,5:27,25,0,50.8,36,0,0
45,0,5:48,42,0,53.4,37,0,0
49.3,0,5:32,41,0,55.3,38,0,0
42.3,0,5:21,39,1.6,55.9,39,0,0
31.6,20,5:52,44,0,61.6,40,0,0
38.9,0,5:11,33,0,62.9,41,0,0
30.7,20,5:58,45,0,71.1,42,0,0
33.4,20,6:59,46,4.4,98.6,43,0,0
18.3,0,5:19,1,0,26.3,1,0,0
27.1,0,5:42,4,0,27.1,2,0,0
24.3,0,5:37,2,0,28.3,3,0,0
29.5,0,5:20,6,0,29.5,4,0,0
29.8,0,5:41,7,0,29.8,5,0,0
26,0,5:45,3,0,30,6,0,0
31.4,0,5:49,8,0,35.4,7,0,0
34.1,0,5:40,9,0,38.1,8,0,0
41.4,0,5:34,12,0,41.4,9,0,0
29.5,0,6:35,11,5.2,50.3,10,0,0
32.6,20,6:04,13,0,56.6,11,0,0
36.9,0,5:41,10,0,60.9,12,0,0
45.7,0,6:44,14,0,64.9,13,0,0
37.6,60,5:09,15,0,101.6,14,0,0
26.9,0,5:38,1,0,26.9,1,0,0
27.6,0,5:10,2,0,27.6,2,0,0
31,0,5:40,4,0,31,3,0,0
31.4,0,5:41,5,0,31.4,4,0,0
29.5,0,5:23,3,0,33.5,5,0,0
33.8,0,5:47,6,0,33.8,6,0,0
35,0,5:32,9,0,35,7,0,0
36.9,0,5:26,10,0,36.9,8,0,0
34.1,0,5:50,7,0,38.1,9,0,0
30.7,0,6:25,11,0,38.3,10,0,0
34.3,0,5:17,8,0,42.3,11,0,0
45.7,0,5:39,12,0,49.7,12,0,0
33.3,20,6:07,13,0,57.7,13,0,0
29.8,0,5:25,1,0,29.8,1,0,0
31.4,0,5:16,2,0,31.4,2,0,0
32.4,0,5:49,3,0,32.4,3,0,0
38.3,0,5:04,5,0,38.3,4,0,0
