Dress Score,Stad Jump,Stad Time,XC Jump,XC Time,Final Score,Final Place,RF,Elimination
35,0,5:36,4,0,39,5,0,0
42.1,0,6:07,6,1.6,44.1,6,0,0
37.6,20,5:34,7,0,57.6,7,0,0
37.6,20,6:10,8,0,71.2,8,0,0
25,4,0,0,0,29,1,0,0
29.5,0,0,0,0,29.5,2,0,0
28.8,0,0,0,1.2,30,3,0,0
31.2,0,0,0,0,31.2,4,0,0
33.1,0,0,0,0,33.1,5,0,0
29.5,4,0,0,0,33.5,6,0,0
33.6,0,0,0,0,33.6,7,0,0
31.2,4,0,0,0,35.2,8,0,0
33.6,0,0,0,1.6,35.2,9,0,0
37.4,0,0,0,0,37.4,10,0,0
37.9,0,0,0,0,37.9,11,0,0
38.6,0,0,0,0,38.6,12,0,0
33.8,12,0,0,0,45.8,13,0,0
30.2,0,0,20,0,50.2,14,0,0
32.6,0,0,20,0,52.6,15,0,0
32.9,0,0,20,0,52.9,16,0,0
56.9,0,0,0,0,56.9,17,0,0
41.9,0,0,20,0,61.9,18,0,0
38.1,4,0,20,0,62.1,19,0,0
33.8,0,0,60,0,93.8,20,0,0
36,8,0,60,0,104,21,0,0
27.4,0,0,0,0,27.4,1,0,0
30.2,0,0,0,0,30.2,2,0,0
30.2,0,0,0,0,30.2,3,0,0
33.1,0,0,0,0,33.1,4,0,0
30.5,4,0,0,0,34.5,5,0,0
35.5,0,0,0,0,35.5,6,0,0
39.1,0,0.4,0,0,39.5,7,0,0
35.7,4,0,0,0,39.7,8,0,0
40,0,0,0,0,40,9,0,0
31.9,12,0,0,0,43.9,10,0,0
27.9,12,16.4,0,0,56.3,11,0,0
30,12,0,20,0,62,12,0,0
30.7,4,0,40,11.6,86.3,13,0,0
26.9,0,5:10,1,0,30.9,1,0,0
31.2,0,5:41,2,0,31.2,2,0,0
35,0,5:00,4,0,35,3,0,0
31.7,0,5:51,3,0,35.7,4,0,0
37.6,0,4:37,5,0,40,5,0,0
25.7,20,5:43,7,0,45.7,6,0,0
26,20,5:33,8,0,46,7,0,0
40,0,5:16,5,0.4,52.4,8,0,0
33.8,20,5:47,9,0,65.8,9,0,0
38.1,40,6:50,10,7.6,112.1,10,0,0
24.1,0,5:24,2,0,24.1,1,0,0
21.4,0,5:22,1,0,25.4,2,0,0
29.1,0,5:58,3,0,29.1,3,0,0
30.2,0,5:24,4,0,30.2,4,0,0
30.2,0,5:14,4,0,30.2,5,0,0
30.5,0,5:46,6,0,30.5,6,0,0
33.1,0,5:21,8,0,33.1,7,0,0
34.3,0,5:18,10,0,34.3,8,0,0
34.3,0,5:03,10,0,34.3,9,0,0
31.7,0,5:41,7,0,35.7,10,0,0
30.7,0,4:37,9,0,37.1,11,0,0
37.9,0,5:06,13,0,41.9,12,0,0
34.8,0,5:31,12,0,42.8,13,0,0
38.1,20,4:33,16,0,62.1,14,0,0
38.6,20,6:07,14,0,63.8,15,0,0
29.1,40,5:28,17,0.8,77.9,16,0,0
30.2,0,7:23,15,8,85.8,17,0,0
25.5,0,0,0,0,25.5,1,0,0
29.3,0,0,0,0,29.3,2,0,0
32.4,0,0,0,0,32.4,3,0,0
33.8,0,0,0,0,33.8,4,0,0
36,0,0,0,0,36,5,0,0
36.4,0,0,0,0,36.4,6,0,0
37.4,0,0,0,0,37.4,7,0,0
38.1,0,0,0,0,38.1,8,0,0
31,8,0.8,0,0,39.8,9,0,0
36.7,4,0,0,0,40.7,10,0,0
29.8,12,0,0,0,41.8,11,0,0
31,8,3.6,0,0,42.6,12,0,0
40.7,8,0,0,0,48.7,13,0,0
31.4,4,0,20,0,55.4,14,0,0
33.8,4,2.4,20,0,60.2,15,0,0
31.5,0,5:02,3,0,31.5,1,0,0
35.2,0,4:48,8,0,35.2,2,0,0
35.6,0,5:13,11,0,35.6,3,0,0
31.7,0,4:59,4,0,35.7,4,0,0
35.2,0,4:54,8,0,39.2,5,0,0
35.6,0,4:56,11,0,39.6,6,0,0
30.6,0,5:01,2,1.6,40.2,7,0,0
36.2,0,5:15,14,1.2,41.4,8,0,0
38.3,0,5:06,15,0,42.3,9,0,0
35.4,0,4:52,10,0,43.4,10,0,0
34.6,0,5:21,13,0,43.8,11,0,0
28.7,0,4:54,1,0,44.7,12,0,0
33.9,0,4:51,7,0,45.9,13,0,0
40.8,0,4:53,19,0,48.8,14,0,0
42.1,0,5:01,20,0.8,50.9,15,0,0
29.4,20,5:10,21,0,53.4,16,0,0
32.7,20,5:21,22,0,53.9,17,0,0
39.8,0,5:20,18,0.8,61.4,18,0,0
33.1,20,5:39,23,0,61.5,19,0,0
30.4,20,5:54,24,0,72.8,20,0,0
40,20,6:47,27,0,99.6,21,0,0
35,20,6:50,26,0,111.8,22,0,0
24.4,0,0,0,0,24.4,1,0,0
28.9,0,0,0,0,28.9,2,0,0
33.9,0,0,0,0,33.9,3,0,0
34.7,0,0,0,0,34.7,4,0,0
35.8,0,0,0,0.8,36.6,5,0,0
35.6,0,1.6,0,0,37.2,6,0,0
34.2,4,0,0,0,38.2,7,0,0
39.2,0,0,0,0,39.2,8,0,0
36.1,4,0,0,0,40.1,9,0,0
30.3,8,0,0,2.4,40.7,10,0,0
30.8,4,1.2,0,4.8,40.8,11,0,0
38.1,4,0,0,0,42.1,12,0,0
28.6,0,0,0,15.2,43.8,13,0,0
38.6,8,3.2,0,0,49.8,14,0,0
31.1,4,0,20,1.6,56.7,15,0,0
33.1,12,12.4,0,0,57.5,16,0,0
43.1,4,0,60,0,107.1,17,0,0
25,0,5:19,1,0,25,1,0,0
26.4,0,5:02,2,0,26.4,2,0,0
31.7,0,5:09,6,0,31.7,3,0,0
26.9,0,5:04,3,0,34.9,4,0,0
31.4,0,4:58,5,0,35.4,5,0,0
33.8,0,4:55,9,0,37.8,6,0,0
29.8,0,4:48,4,0,37.8,7,0,0
37.9,0,5:31,14,0,37.9,8,0,0
36.7,0,4:47,10,0,40.7,9,0,0
33.3,0,5:17,8,0,41.3,10,0,0
37.4,0,4:56,12,0.4,41.8,11,0,0
33.1,0,5:09,7,1.2,42.3,12,0,0
37.1,0,5:21,11,3.6,44.7,13,0,0
37.1,0,5:38,15,4.8,55.1,14,0,0
40.5,0,5:39,16,0,58.1,15,0,0
49.1,0,5:09,17,12.8,73.9,16,0,0
20,0,0,0,0,20,1,0,0
16.4,4,0,0,0,20.4,2,0,0
30,0,0,0,0,30,3,0,0
32.5,0,0,0,0,32.5,4,0,0
31.1,4,1.2,0,0,36.3,5,0,0
32.5,4,0,0,0,36.5,6,0,0
34.2,4,0,0,0,38.2,7,0,0
34.2,4,2.8,0,0,41,8,0,0
33.1,8,0,0,0,41.1,9,0,0
37.2,4,0,0,0,41.2,10,0,0
46.9,0,0,0,0,46.9,11,0,0
40.6,8,0,0,0,48.6,12,0,0
48.9,0,0,0,0,48.9,13,0,0
31.1,0,0,20,0,51.1,14,0,0
27.8,12,2,20,0,61.8,15,0,0
31.7,8,5.6,20,0,65.3,16,0,0
30.3,0,0,0,0,30.3,1,0,0
31.1,0,0,0,0,31.1,2,0,0
31.7,0,0,0,0,31.7,3,0,0
32.2,0,0,0,0,32.2,4,0,0
33.9,0,0,0,0,33.9,5,0,0
35.3,0,0,0,0,35.3,6,0,0
35.3,0,0,0,0,35.3,7,0,0
35,4,0,0,0,39,8,0,0
35.3,4,0,0,0,39.3,9,0,0
40,0,0,0,0,40,10,0,0
37.2,4,0,0,0,41.2,11,0,0
41.7,0,0,0,0,41.7,12,0,0
37.8,4,0,0,0,41.8,13,0,0
38.9,4,0,0,0,42.9,14,0,0
45,0,0,0,0,45,15,0,0
39.4,8,0,0,0,47.4,16,0,0
50.6,0,0,0,0,50.6,17,0,0
43.3,8,0.8,0,0,52.1,18,0,0
30.9,0,4:42,1,0,30.9,1,0,0
28.2,0,4:58,3,0,33.4,2,0,0
32.7,0,4:45,2,0.4,45.1,3,0,0
40.3,0,5:00,7,0,46.3,4,0,0
40.3,0,4:31,4,0,56.3,5,0,0
39.1,0,4:51,5,0,57.5,6,0,0
37.4,0,5:03,6,0,60.6,7,0,0
30.1,20,5:16,8,3.2,81.7,8,0,0
33.8,0,7:06,4,0,33.8,1,0,0
32.3,0,6:53,1,0,36.3,2,0,0
32.5,0,7:06,2,0,36.5,3,0,0
38.3,0,6:49,6,0.8,39.1,4,0,0
32.5,0,7:06,2,0,40.5,5,0,0
42.8,0,7:07,10,0,42.8,6,0,0
38.4,0,7:21,11,0,42.8,7,0,0
35.5,0,7:24,7,0,45.1,8,0,0
38.4,0,7:17,8,0,45.2,9,0,0
33.5,0,7:31,9,0,45.9,10,0,0
30.6,0,7:28,5,0.4,46.2,11,0,0
36.1,0,7:43,12,0,53.3,12,0,0
41.9,0,7:33,13,1.2,64.3,13,0,0
37.8,20,7:15,14,0,75.8,14,0,0
41.3,0,8:33,17,2,76.5,15,0,0
37.1,20,7:42,15,0,77.9,16,0,0
30.1,0,0,0,0,30.1,1,0,0
30.8,0,0.8,0,0.4,32,2,0,0
26.7,4,2,0,0,32.7,3,0,0
28.9,4,0,0,0,32.9,4,0,0
33.3,0,0,0,0,33.3,5,0,0
26.6,4,0.4,0,3.6,34.6,6,0,0
34.7,0,0,0,3.2,37.9,7,0,0
38.3,0,0,0,0,38.3,8,0,0
39.3,0,0.4,0,0,39.7,9,0,0
35.9,4,2,0,0,41.9,10,0,0
39.6,4,0.8,0,0,44.4,11,0,0
38.8,8,1.6,0,0,48.4,12,0,0
41.4,0,2.8,0,4.8,49,13,0,0
34.5,12,0.4,0,7.2,54.1,14,0,0
36.6,8,3.6,0,6.4,54.6,15,0,0
36.4,4,3.2,0,11.6,55.2,16,0,0
38,12,2,0,4.8,56.8,17,0,0
44.2,4,0,0,8.8,57,18,0,0
40.2,4,0,0,15.2,59.4,19,0,0
41.5,0,2.4,0,17.6,61.5,20,0,0
41.9,8,2.4,0,9.6,61.9,21,0,0
45,0,2.4,0,17.6,65,22,0,0
46.6,12,1.6,0,6.8,67,23,0,0
36.8,16,2.4,0,19.2,74.4,24,0,0
38.3,32,0,0,6.4,76.7,25,0,0
36.4,28,0.4,20,20.4,105.2,26,0,0
36,0,0,31,98,165,27,0,0
31.4,0,8:01,1,0,31.4,1,0,0
31.7,0,8:04,2,0,31.7,2,0,0
32.4,0,8:09,3,0,37.2,3,0,0
32,0,8:26,5,0,39.6,4,0,0
32.7,0,8:17,4,0,40.7,5,0,0
35.2,0,8:32,7,0,45.2,6,0,0
37.6,0,8:39,10,0,54.4,7,0,0
36.1,0,8:33,8,0.8,55.3,8,0,0
34.8,0,8:33,6,0,57.2,9,0,0
30.7,0,8:53,9,0.8,61.9,10,0,0
43.8,20,8:46,11,0.4,87.8,11,0,0
29.4,20,9:46,13,0,97,12,0,0
38.1,20,9:11,12,0,99.7,13,0,0
33.6,0,0,0,5.2,38.8,1,0,0
40.7,0,0,0,0,40.7,2,0,0
39.8,0,0,0,3.6,43.4,3,0,0
40.1,8,0,0,0,48.1,4,0,0
40.1,4,0,0,4,48.1,5,0,0
33.2,8,0,0,8.4,49.6,6,0,0
37.3,4,0,0,9.2,50.5,7,0,0
33.3,0,0,0,17.6,50.9,8,0,0
38.2,4,0,0,10,52.2,9,0,0
34.3,4,0,0,14.8,53.1,10,0,0
39.2,8,0,0,18.4,65.6,11,0,0
37.9,12,0,0,22,71.9,12,0,0
35.4,4,0,20,17.2,76.6,13,0,0
37,20,0,0,22.8,79.8,14,0,0
37.1,8,0,20,15.2,80.3,15,0,0
37.7,24,0,15,10.4,87.1,16,0,0
42.7,4,0,20,34,100.7,17,0,0
38.7,32,0.8,40,44.4,155.9,18,0,0
31.1,4,0,0,2,37.1,1,0,0
36.1,0,0,0,4,40.1,2,0,0
30.6,0,0,0,12.8,43.4,3,0,0
30.3,0,0,0,13.2,43.5,4,0,0
31.6,12,0,0,2.8,46.4,5,0,0
38.4,4,0,0,5.6,48,6,0,0
29.5,8,0,0,18.4,55.9,7,0,0
37.8,12,0,0,14.8,64.6,8,0,0
33.1,0,0,20,18,71.1,9,0,0
42.7,12,4.4,0,20,79.1,10,0,0
34.3,0,0,0,2.8,37.1,1,0,0
34.3,4,0,0,0,38.3,2,0,0
37.1,0,0,0,2.4,39.5,3,0,0
33.6,0,0,0,6.4,40,4,0,0
28.8,0,1.2,0,16.4,46.4,5,0,0
39.1,0,0,0,9.2,48.3,6,0,0
41.6,0,0,0,10,51.6,7,0,0
40.9,8,0,0,4.4,53.3,8,0,0
38.4,8,0,0,9.6,56,9,0,0
36.1,0,0,0,26.4,62.5,10,0,0
35,16,1.6,0,10,62.6,11,0,0
41.6,8,0.4,0,18,68,12,0,0
39.5,4,0,20,18,81.5,13,0,0
46.3,36,0,0,0,82.3,14,0,0
40,8,0,20,17.2,85.2,15,0,0
42,8,2.8,0,50,102.8,16,0,0
34.6,4,0,20,48,106.6,17,0,0
23.5,0,5:41,1,0,31.5,1,0,0
26.1,0,5:39,2,0,33.3,2,0,0
36.5,0,5:18,5,0,36.5,3,0,0
31.7,0,5:27,3,0,38.1,4,0,0
31.7,0,5:34,6,0.4,41.3,5,0,0
21.7,0,6:14,7,0,42.9,6,0,0
36.1,0,5:10,4,0,44.1,7,0,0
38,20,6:07,8,0,96.4,8,0,0
30,0,0,0,0,30,1,0,0
29.4,4,0,0,3.2,36.6,2,0,0
31.7,0,0,0,9.2,40.9,3,0,0
33.3,8,0,0,0,41.3,4,0,0
29.6,12,0,0,1.2,42.8,5,0,0
37,0,0,0,7.2,44.2,6,0,0
35.7,4,0,0,16.4,56.1,7,0,0
35.2,4,0,0,17.6,56.8,8,0,0
35.2,4,0,20,11.2,70.4,9,0,0
35.4,0,0,20,18.4,73.8,10,0,0
26.1,4,0,0,0,30.1,1,0,0
33.3,0,0,0,0,33.3,2,0,0
26.7,4,0,0,8,38.7,3,0,0
33.7,0,0,0,6.4,40.1,4,0,0
36.3,0,0,0,6.8,43.1,5,0,0
34.1,4,0,0,6,44.1,6,0,0
33.7,4,0,0,9.6,47.3,7,0,0
33,4,0,0,12.8,49.8,8,0,0
34.6,0,0,20,8.8,63.4,9,0,0
32.6,4,0,20,8,64.6,10,0,0
32,0,0,20,13.2,65.2,11,0,0
22.6,0,5:19,1,0,22.6,1,0,0
25,0,5:11,2,0,25,2,0,0
25.9,0,5:14,3,0,25.9,3,0,0
25.9,0,5:21,3,0,25.9,4,0,0
22.8,0,5:29,5,0,26,5,0,0
25.9,0,5:26,8,0,27.9,6,0,0
27,0,5:23,7,0.8,28.6,7,0,0
24.6,0,5:26,6,0,30.6,8,0,0
28.3,0,5:14,9,0,32.3,9,0,0
26.1,0,5:38,12,0,32.9,10,0,0
22.6,0,5:38,10,0,33.4,11,0,0
28.3,0,5:25,11,0,33.9,12,0,0
30.2,0,5:32,13,0,34.6,13,0,0
35,0,5:35,16,0,40.6,14,0,0
35.4,0,5:32,15,1.2,41,15,0,0
33,0,5:32,14,0,41.4,16,0,0
42.4,0,5:22,17,0,46.8,17,0,0
34.6,0,5:52,19,0,51,18,0,0
33.9,0,6:05,21,0,51.5,19,0,0
31.7,0,6:15,22,0,53.3,20,0,0
31.5,0,5:50,18,0,55.1,21,0,0
26.5,20,5:51,26,0,58.5,22,0,0
23.5,20,5:53,23,0,60.3,23,0,0
32.6,0,6:22,24,0,61,24,0,0
36.7,0,5:54,20,0,61.9,25,0,0
38.3,0,6:11,25,0,70.3,26,0,0
38.9,0,5:07,3,0.8,43.7,1,0,0
37.6,0,5:18,1,2.4,44,2,0,0
27.4,0,6:03,4,1.2,45.4,3,0,0
26.1,0,5:51,2,0,46.1,4,0,0
38.7,0,5:43,5,0,55.5,5,0,0
37.4,0,6:19,6,1.6,70.2,6,0,0
33.7,0,7:05,7,0,79.3,7,0,0
23.2,0,0,0,0.4,23.6,1,0,0
32.3,0,0,0,0,32.3,2,0,0
33.2,0,0,0,0,33.2,3,0,0
34.3,0,0,0,0.4,34.7,4,0,0
31.8,4,0,0,0,35.8,5,0,0
34.6,4,0,0,0.8,39.4,6,0,0
28.2,4,0,0,7.2,39.4,7,0,0
36.4,4,0,0,0,40.4,8,0,0
33,0,0,0,9.2,42.2,9,0,0
33.9,12,0,0,0,45.9,10,0,0
41.1,0,0.4,0,5.6,47.1,11,0,0
36.6,16,0,0,0,52.6,12,0,0
28.6,12,8.8,0,4.8,54.2,13,0,0
32.1,8,0,60,19.2,119.3,14,0,0
31.8,0,0,0,0,31.8,1,0,0
33,0,0,0,0,33,2,0,0
29.8,0,0,0,3.6,33.4,3,0,0
33.9,0,0,0,0,33.9,4,0,0
31.4,0,0,0,8,39.4,5,0,0
38.4,0,0,0,2.8,41.2,6,0,0
33.4,0,0,0,8.4,41.8,7,0,0
30.2,4,0.4,0,10.4,45,8,0,0
37.5,4,0,0,3.6,45.1,9,0,0
29.3,0,0,0,17.2,46.5,10,0,0
39.6,4,0,0,3.6,47.2,11,0,0
45.9,4,0,0,0,49.9,12,0,0
35.2,12,0,0,7.2,54.4,13,0,0
34.3,0,0,20,18.8,73.1,14,0,0
38.2,0,3.2,20,12.4,73.8,15,0,0
35,8,4,40,38,125,16,0,0
37.5,4,0,60,42.8,144.3,17,0,0
28.9,0,0,0,0,28.9,1,0,0
31.6,0,0,0,0,31.6,2,0,0
30.7,0,0,0,1.6,32.3,3,0,0
31.8,0,0,0,1.2,33,4,0,0
29.8,0,0,0,4.8,34.6,5,0,0
36.4,0,0,0,0,36.4,6,0,0
39.8,0,0,0,0.4,40.2,7,0,0
39.3,4,0,0,0,43.3,8,0,0
33.2,0,0,0,10.4,43.6,9,0,0
33.4,4,0,0,7.2,44.6,10,0,0
34.3,0,0,0,12,46.3,11,0,0
34.3,4,0,0,9.2,47.5,12,0,0
33,4,0,0,11.2,48.2,13,0,0
40.5,8,0,0,0,48.5,14,0,0
41.1,8,0,0,0,49.1,15,0,0
28.6,4,1.6,0,19.2,53.4,16,0,0
41.4,0,2.4,0,10.8,54.6,17,0,0
33.9,0,0,20,15.2,69.1,18,0,0
37.1,8,4.4,20,28,97.5,19,0,0
33.9,4,0,40,23.6,101.5,20,0,0
33.4,0,0,0,0,33.4,1,0,0
35,0,0,0,0.4,35.4,2,0,0
37.1,0,0,0,0.8,37.9,3,0,0
38.2,0,0,0,0,38.2,4,0,0
37.7,0,0,0,1.2,38.9,5,0,0
38,0,0,0,1.2,39.2,6,0,0
41.1,0,0,0,0,41.1,7,0,0
36.1,0,0,0,5.2,41.3,8,0,0
43.2,0,0,0,0,43.2,9,0,0
32.3,4,0,0,7.2,43.5,10,0,0
36.6,4,0,0,6.8,47.4,11,0,0
34.8,0,0,0,17.2,52,12,0,0
44.1,4,0,0,4.4,52.5,13,0,0
34.8,4,0,0,18.8,57.6,14,0,0
43,8,0,0,14,65,15,0,0
40.2,0,0,20,9.6,69.8,16,0,0
36.4,0,0,20,18.4,74.8,17,0,0
48.2,12,0,0,17.2,77.4,18,0,0
40.9,4,0,20,19.2,84.1,19,0,0
31.2,0,4:39,1,0,31.2,1,0,0
28.6,0,5:07,2,0,31.4,2,0,0
32.9,0,4:55,5,0,32.9,3,0,0
33.3,0,4:45,6,0,33.3,4,0,0
34.8,0,4:44,8,0,34.8,5,0,0
35.2,0,4:58,9,0,35.2,6,0,0
35.2,0,4:54,9,0,35.2,7,0,0
36.2,0,4:42,12,0,36.2,8,0,0
32.4,0,4:44,3,0,36.4,9,0,0
35.7,0,5:02,13,0,36.5,10,0,0
34.8,0,5:05,15,0,36.8,11,0,0
37.6,0,4:29,16,0,37.6,12,0,0
35.2,0,4:41,9,0,39.2,13,0,0
40,0,4:33,19,0,40,14,0,0
32.4,0,4:29,3,0,40.4,15,0,0
37.6,0,4:52,16,0,41.6,16,0,0
38.6,0,4:50,18,0,42.6,17,0,0
44.1,0,4:35,22,0,44.1,18,0,0
33.6,0,4:52,7,0,45.6,19,0,0
40.2,0,5:05,20,0,46.2,20,0,0
43.3,0,4:44,21,0,47.3,21,0,0
35,0,5:25,23,0,49,22,0,0
31.2,20,4:45,24,0,51.2,23,0,0
36.4,0,5:41,25,0,52.8,24,0,0
35,20,5:02,26,0,55.8,25,0,0
36.7,0,4:55,14,25.2,73.9,26,0,0
23.6,0,4:33,1,0,23.6,1,0,0
29.8,0,4:58,2,0,29.8,2,0,0
29.8,0,4:57,2,0,29.8,3,0,0
30.2,0,4:46,4,0,30.2,4,0,0
31.2,0,4:49,5,0,31.2,5,0,0
32.6,0,4:40,6,0,32.6,6,0,0
32.9,0,4:29,7,0,32.9,7,0,0
33.3,0,4:39,8,0,33.3,8,0,0
34.1,0,4:31,9,0,34.1,9,0,0
37.6,0,4:59,10,0,37.6,10,0,0
43.3,0,4:44,11,0,43.3,11,0,0
48.6,20,4:47,12,0,68.6,12,0,0
28.1,0,4:55,1,0,28.1,1,0,0
28.8,0,4:45,3,0.8,29.6,2,0,0
32.1,0,4:32,6,0,32.1,3,0,0
32.6,0,4:50,7,0,32.6,4,0,0
28.6,0,4:41,2,0,32.6,5,0,0
33.3,0,4:43,9,0,33.3,6,0,0
30.7,0,4:39,4,0,34.7,7,0,0
36,0,4:51,11,0,36,8,0,0
32.6,0,4:28,7,0,36.6,9,0,0
35,0,5:00,10,0,39,10,0,0
37.4,0,4:43,12,0,41.4,11,0,0
31.9,0,4:27,5,1.6,41.5,12,0,0
37.4,0,5:25,15,0,47.4,13,0,0
40.5,0,4:49,13,0,56.5,14,0,0
37.9,20,4:45,18,0,61.9,15,0,0
31.4,20,4:52,16,5.6,77,16,0,0
28.1,0,4:45,1,0,28.1,1,0,0
30.2,0,4:44,3,0,30.2,2,0,0
31,0,4:39,4,0,31,3,0,0
31.2,0,4:45,5,0,31.2,4,0,0
31.4,0,4:59,6,0,31.4,5,0,0
31.4,0,4:46,6,0,31.4,6,0,0
31.7,0,4:50,8,0,31.7,7,0,0
32.6,0,4:41,10,0,32.6,8,0,0
31,0,5:02,9,0.8,32.6,9,0,0
29.5,0,4:37,2,0,33.5,10,0,0
35,0,4:42,13,0,35,11,0,0
35.5,0,4:46,15,0,35.5,12,0,0
36.7,0,5:00,17,0,36.7,13,0,0
36.9,0,4:31,18,0,36.9,14,0,0
33.3,0,4:58,11,0,37.3,15,0,0
38.1,0,4:30,19,0,38.1,16,0,0
33.8,0,5:01,12,0,38.2,17,0,0
38.8,0,4:30,20,0,38.8,18,0,0
35,0,4:36,13,0,39,19,0,0
34.8,0,4:24,16,0,40,20,0,0
37.9,0,5:08,22,0,41.1,21,0,0
39.1,0,5:08,23,0,42.3,22,0,0
40.7,0,4:52,21,0,44.7,23,0,0
36.2,20,5:06,24,0,58.6,24,0,0
39.1,20,4:51,25,0,59.1,25,0,0
43.3,0,6:56,26,0,89.7,26,0,0
33.8,0,4:21,1,0,37.8,1,0,0
39.3,0,4:27,4,1.2,40.5,2,0,0
42.3,0,4:21,5,2,48.3,3,0,0
35.5,0,4:51,3,2,48.7,4,0,0
38,0,4:33,2,4,50,5,0,0
36.8,20,4:52,6,0,68.4,6,0,0
42.3,20,4:52,8,0,69.9,7,0,0
42.8,20,4:15,7,1.6,72.4,8,0,0
40.5,20,4:57,9,1.2,83.3,9,0,0
27.8,0,3:58,1,0,27.8,1,0,0
29.3,0,4:33,2,0,33.3,2,0,0
33.5,0,4:10,4,0,33.5,3,0,0
34,0,4:04,5,0,34,4,0,0
30.8,0,4:38,3,0,34.8,5,0,0
37.8,0,4:25,7,0,37.8,6,0,0
35.3,0,4:51,8,0.4,38.9,7,0,0
34.3,0,4:45,6,0,39.1,8,0,0
40,0,4:19,9,0,40,9,0,0
40.5,0,4:30,10,2.4,42.9,10,0,0
37.8,20,4:50,12,0,72.6,11,0,0
31,0,4:18,2,0,31,1,0,0
32,0,4:32,3,0,32,2,0,0
32.8,0,4:24,4,0,36.8,3,0,0
38.8,0,3:57,7,0,38.8,4,0,0
37.8,0,4:08,6,0,41.8,5,0,0
32.8,0,4:49,5,1.6,44.8,6,0,0
29.5,0,4:33,1,8.4,45.9,7,0,0
36.3,0,5:03,8,10,58.3,8,0,0
37,20,4:33,9,5.6,66.6,9,0,0
48,60,6:28,11,1.6,155.6,10,0,0
21.5,0,4:30,1,0,21.5,1,0,0
23.5,0,4:11,3,0,23.5,2,0,0
23.3,0,4:26,2,0.8,28.1,3,0,0
30.5,0,4:18,4,0,30.5,4,0,0
30.5,0,4:16,4,0,30.5,5,0,0
32,0,4:27,7,0,32,6,0,0
31,0,4:26,6,4.4,43.4,7,0,0
43.5,0,4:37,9,0.4,43.9,8,0,0
35.8,0,5:04,10,0,44.2,9,0,0
39.5,0,4:58,11,0,45.5,10,0,0
48.5,20,4:51,12,0,79.7,11,0,0
39.5,40,5:36,13,8.8,121.5,12,0,0
23.3,4,0,0,0,27.3,1,0,0
29.3,0,0,0,0.4,29.7,2,0,0
29.8,0,0,0,0,29.8,3,0,0
31.3,0,0,0,0,31.3,4,0,0
31.5,0,0,0,0,31.5,5,0,0
32,0,0,0,0,32,6,0,0
30.5,4,0,0,0,34.5,7,0,0
31,4,0,0,0,35,8,0,0
33.3,4,0,0,0,37.3,9,0,0
37.8,0,0,0,0,37.8,10,0,0
38,0,0,0,0,38,11,0,0
42.3,0,0,0,0,42.3,12,0,0
39,0,0,0,4.4,43.4,13,0,0
33.5,0,0,20,2,55.5,14,0,0
35.3,0,0,40,0,75.3,15,0,0
27.1,0,6:21,1,0,27.5,1,0,0
28.5,0,6:36,3,0,34.9,2,0,0
33.1,0,6:13,2,0,37.1,3,0,0
31,0,6:45,4,0,41,4,0,0
29.7,0,6:51,5,0,42.1,5,0,0
37.9,0,6:37,6,0,56.7,6,0,0
34.3,20,6:43,8,0,63.5,7,0,0
34.3,0,7:20,7,0.4,66.7,8,0,0
29.8,0,5:59,1,0,29.8,1,0,0
31.3,0,6:01,2,0,35.7,2,0,0
30.7,0,6:13,3,0,35.9,3,0,0
37.2,0,6:01,5,0,37.6,4,0,0
36.1,0,6:08,6,0,39.3,5,0,0
