Dress Score,Stad Jump,Stad Time,XC Jump,XC Time,Final Score,Final Place,RF,Elimination
31.1,0,6:12,3,0,39.9,6,0,0
32.4,0,6:28,8,0,43.6,7,0,0
30.9,0,6:21,6,0,47.3,8,0,0
34.1,0,6:42,9,0,50.9,9,0,0
34.8,20,6:57,10,0,77.6,10,0,0
27.4,0,6:07,2,0,30.2,1,0,0
25.4,0,6:13,4,0.4,31,2,0,0
31.1,0,6:03,5,0,32.3,3,0,0
29.1,0,5:44,1,0,33.1,4,0,0
28,0,6:06,3,0,34.4,5,0,0
34.6,20,6:35,6,0,68.6,6,0,0
32.4,0,4:37,2,0,32.4,1,0,0
33.3,0,5:00,4,0,33.3,2,0,0
24.1,0,4:57,1,0,36.1,3,0,0
32.9,0,4:36,3,0,36.9,4,0,0
38.1,0,5:00,5,0,38.1,5,0,0
38.3,20,5:09,6,0,58.7,6,0,0
22.4,0,5:18,1,0,22.4,1,0,0
25.7,0,5:38,3,0,28.9,2,0,0
32.2,0,5:22,8,0,32.2,3,0,0
28.5,0,4:59,2,0,32.5,4,0,0
30.7,0,5:28,4,0,38.7,5,0,0
30.9,0,5:35,9,0,40.9,8,0,0
31.1,0,5:08,5,0,43.1,9,0,0
31.5,0,6:19,10,0,51.1,10,0,0
24.6,40,6:35,11,0,94.6,11,0,0
25.9,0,5:19,1,0,29.9,1,0,0
32.4,0,5:22,4,0,32.4,2,0,0
33,0,5:05,5,0,33,3,0,0
33.9,0,5:25,7,0,33.9,4,0,0
32,0,5:13,3,0,36,5,0,0
33.5,0,5:15,6,0,37.5,6,0,0
29.1,0,5:56,8,0,39.5,7,0,0
31.3,0,6:09,9,0,46.9,8,0,0
33.9,0,6:04,10,0,47.5,9,0,0
31.7,20,5:45,11,0,65.7,10,0,0
33.5,20,6:23,12,0,78.7,11,0,0
28.3,0,4:46,1,0,28.3,1,0,0
32.4,0,4:40,2,0,32.4,2,0,0
32.6,0,5:03,3,0,32.6,3,0,0
33.3,0,4:38,5,0,33.3,4,0,0
35.7,0,4:48,8,0,35.7,5,0,0
33.1,0,4:41,4,0,37.1,6,0,0
38.8,0,4:40,9,0,38.8,7,0,0
32.4,0,5:16,7,0,39.6,8,0,0
35.5,0,4:42,6,0,43.5,9,0,0
33.8,20,5:04,10,0,53.8,10,0,0
32.4,0,4:55,2,0,32.4,1,0,0
32.4,0,4:50,2,0,32.4,2,0,0
32.4,0,4:45,2,0,32.4,3,0,0
33.8,0,4:47,5,0,33.8,4,0,0
28.3,0,4:46,1,0,36.3,5,0,0
33.6,0,5:15,8,0,36.4,6,0,0
36.9,0,4:52,9,0,36.9,7,0,0
36,0,4:42,6,0,40,8,0,0
38.3,0,5:01,11,0,42.3,9,0,0
34.3,0,5:29,12,0,42.7,10,0,0
36,0,4:53,6,0,44,11,0,0
37.1,0,5:08,10,0,45.1,12,0,0
37.9,20,4:54,13,0,61.9,13,0,0
31.4,0,5:06,1,0,31.4,1,0,0
32.6,0,4:48,2,0,32.6,2,0,0
34.1,0,4:50,3,0,34.1,3,0,0
41.4,0,5:07,4,0,41.4,4,0,0
46.9,0,4:48,5,0.4,59.3,5,0,0
37.4,20,5:18,7,0,61.4,6,0,0
37.1,20,5:05,6,0,69.1,7,0,0
41.7,20,6:02,8,4.4,91.7,8,0,0
36.2,20,6:44,9,0,98.6,9,0,0
35.5,60,5:05,10,0,107.5,10,0,0
28.8,0,0,0,0,28.8,1,0,0
30,0,0,0,1.6,31.6,2,0,0
32.1,0,0,0,0,32.1,3,0,0
32.9,0,0,0,0,32.9,4,0,0
33.3,0,0,0,0,33.3,5,0,0
34.1,0,0,0,0,34.1,6,0,0
38.1,0,0,0,0,38.1,7,0,0
41.7,0,0,20,0,61.7,8,0,0
34.1,0,0,80,0,114.1,9,0,0
34.1,0,0,0,0,34.1,1,0,0
35.5,0,0,0,7.6,43.1,2,0,0
41.9,0,0,0,2.4,44.3,3,0,0
37.6,4,0,0,3.2,44.8,4,0,0
31.7,4,0,0,10,45.7,5,0,0
36.9,4,8,0,0,48.9,6,0,0
31.4,0,0,20,0,51.4,7,0,0
36.7,0,0,20,1.6,58.3,8,0,0
38.8,0,0,20,0,58.8,9,0,0
34.1,0,0,20,10.4,64.5,10,0,0
34.5,0,0,20,11.2,65.7,11,0,0
35.2,0,0,20,13.6,68.8,12,0,0
46.9,4,0,20,0,70.9,13,0,0
27.6,4,0,0,0,31.6,1,0,0
32.4,0,0,0,0,32.4,2,0,0
29.3,4,0,0,0,33.3,3,0,0
29.8,4,0,0,0.4,34.2,4,0,0
30.7,0,4.8,0,0,35.5,5,0,0
36.2,4,0,0,0,40.2,6,0,0
31.2,4,6,0,0.8,42,7,0,0
34.1,8,0,0,0,42.1,8,0,0
47.9,0,0,0,0,47.9,9,0,0
33.6,8,6,0,4.4,52,10,0,0
32.4,0,0,20,0,52.4,11,0,0
34.5,12,1.2,0,4.8,52.5,12,0,0
33.1,0,0,0,0,33.1,1,0,0
32.9,0,0.4,0,0,33.3,2,0,0
31.2,4,0,0,0,35.2,3,0,0
39.3,0,0,0,2.8,42.1,4,0,0
35,4,3.6,0,0,42.6,5,0,0
34.1,0,0.4,0,10,44.5,6,0,0
35.7,12,0,0,1.2,48.9,7,0,0
45.2,8,0,20,0,73.2,8,0,0
26.1,0,4:26,1,0,26.1,1,0,0
28.9,0,4:41,2,0,28.9,2,0,0
31.1,0,4:44,3,0,31.1,3,0,0
31.1,0,4:26,3,0,31.1,4,0,0
35,0,4:27,5,0,35,5,0,0
37.8,0,4:16,8,0,37.8,6,0,0
37.2,0,4:23,6,1.2,38.4,7,0,0
37.2,0,4:54,6,0,41.2,8,0,0
39.2,0,4:13,9,0,43.2,9,0,0
31.7,0,3:31,10,0,46.9,10,0,0
33.3,20,5:07,11,0,57.3,11,0,0
30.6,20,3:41,12,0,61.8,12,0,0
33.3,0,4:37,2,0,33.3,1,0,0
29.4,0,4:22,1,0,33.4,2,0,0
39.4,0,4:50,5,0,39.4,3,0,0
39.4,0,4:27,5,0,39.4,4,0,0
40,0,4:32,7,0,40,5,0,0
36.9,0,4:18,4,0,40.9,6,0,0
35.8,0,4:14,3,0,43.8,7,0,0
36.1,20,4:22,8,0,60.1,8,0,0
31.7,0,4:27,1,0,31.7,1,0,0
35.3,0,4:30,2,0,35.3,2,0,0
36.1,0,4:47,3,0,36.1,3,0,0
36.9,0,3:52,4,0,47.7,4,0,0
40.6,40,4:40,5,1.6,90.2,5,0,0
43.1,40,4:23,6,0,91.1,6,0,0
25,0,0,0,0,25,1,0,0
30.2,0,0,0,0,30.2,2,0,0
30.2,0,0,0,0,30.2,3,0,0
33.7,8,0,0,1.2,42.9,4,0,0
26.3,4,0,20,0,50.3,5,0,0
32.2,4,0,20,9.2,65.4,6,0,0
29.4,16,4.8,20,0,70.2,7,0,0
29.8,0,0,0,0,29.8,1,0,0
31.1,0,0,0,1.2,32.3,2,0,0
27,8,0,0,0,35,3,0,0
27.8,0,0,0,7.6,35.4,4,0,0
28.5,4,0,0,8.4,40.9,5,0,0
32,0,0,0,9.6,41.6,6,0,0
33.7,0,0,0,16.8,50.5,7,0,0
33.7,4,0,0,14.4,52.1,8,0,0
33.7,8,0,0,13.2,54.9,9,0,0
31.1,4,0,20,0,55.1,10,0,0
33.5,8,0,0,17.6,59.1,11,0,0
34.8,8,0,0,18.8,61.6,12,0,0
35.7,0,0,20,22,77.7,13,0,0
36.7,0,0,20,28.8,85.5,14,0,0
44.4,12,0.4,0,36.4,93.2,15,0,0
35.4,0,0,0,22.4,57.8,1,0,0
38.9,20,3.2,20,8.8,90.9,2,0,0
39.4,12,0,20,31.6,103,3,0,0
25.2,0,0,0,0.4,25.6,1,0,0
26.4,0,0,0,0,26.4,2,0,0
28.1,0,0,0,0,28.1,3,0,0
29.5,0,0,0,0,29.5,4,0,0
29.8,0,0,0,0,29.8,5,0,0
30,0,0,0,0,30,6,0,0
31,0,0,0,0,31,7,0,0
32.1,0,0,0,0,32.1,8,0,0
31.4,0,0,0,0.8,32.2,9,0,0
30.2,4,0,0,0,34.2,10,0,0
26.4,8,0,0,0.4,34.8,11,0,0
34.3,4,0,0,1.2,39.5,12,0,0
27.4,0,0,20,0,47.4,13,0,0
25.2,4,0,20,4,53.2,14,0,0
33.6,12,0,0,8.4,54,15,0,0
32.9,4,0,0,0,36.9,1,0,0
38.8,0,0,0,0,38.8,2,0,0
35,4,0,0,0,39,3,0,0
35.5,4,0,0,0,39.5,4,0,0
33.1,4,0,0,3.2,40.3,5,0,0
36.7,4,0,0,0,40.7,6,0,0
34.1,0,0,0,12.8,46.9,7,0,0
44.3,8,0,0,0,52.3,8,0,0
39.1,0,0,20,5.2,64.3,9,0,0
35.2,4,0,20,7.2,66.4,10,0,0
27.4,0,0,0,0,27.4,1,0,0
37.4,4,0,0,0,41.4,2,0,0
32.6,12,0,0,0,44.6,3,0,0
31.7,0,0.8,20,4.4,56.9,4,0,0
34.5,12,0,20,14.4,80.9,5,0,0
29.7,0,0,0,0,29.7,1,0,0
34.2,0,0,0,0,34.2,2,0,0
36.4,8,0,0,1.6,46,3,0,0
32.2,8,0,60,20,120.2,4,0,0
23.9,4,0,0,0,27.9,1,0,0
27.8,0,0,0,0.8,28.6,2,0,0
31.3,0,0,0,0,31.3,3,0,0
28.3,4,0,0,0,32.3,4,0,0
34.1,0,0,0,0.4,34.5,5,0,0
31.5,4,0,0,0,35.5,6,0,0
28,8,0,0,1.6,37.6,7,0,0
29.1,8,1.2,0,3.6,41.9,8,0,0
28.9,16,0,0,0,44.9,9,0,0
26.1,4,0,0,14.8,44.9,10,0,0
39.1,0,0,0,6.4,45.5,11,0,0
34.1,12,0,0,0,46.1,12,0,0
28.5,4,0,0,15.6,48.1,13,0,0
37.2,0,0,0,14.8,52,14,0,0
26.3,0,0,60,2,88.3,15,0,0
35.2,4,1.2,0,0,40.4,1,0,0
36.4,4,0,0,0,40.4,2,0,0
33,8,0,0,0,41,3,0,0
34.1,8,0,0,0,42.1,4,0,0
34.1,0,0,0,23.2,57.3,5,0,0
33.4,0,0,0,0,33.4,1,0,0
31.6,4,0,0,0,35.6,2,0,0
33.6,4,0,0,0,37.6,3,0,0
36.6,4,0,0,0,40.6,4,0,0
43,0,0,0,0,43,5,0,0
33,8,2,0,5.6,48.6,6,0,0
37.5,12,0,0,0,49.5,7,0,0
23.9,4,0,0,0,27.9,1,0,0
28.4,0,0,0,0,28.4,2,0,0
32.1,0,1.2,0,0,33.3,3,0,0
33.4,0,0,0,0,33.4,4,0,0
34.3,0,0,0,0,34.3,5,0,0
37.1,0,0,0,0,37.1,6,0,0
33.2,4,0,0,0,37.2,7,0,0
32.1,12,0,0,0,44.1,8,0,0
37.5,4,0,0,6,47.5,9,0,0
35.5,4,0.4,20,7.6,67.5,10,0,0
37.1,0,0,0,0,37.1,1,0,0
32.5,12,0,0,0,44.5,2,0,0
39.1,8,0,0,0.8,47.9,3,0,0
41.6,8,0,0,0,49.6,4,0,0
42.1,4,0,20,2.4,68.5,5,0,0
26.4,0,0,0,0,26.4,1,0,0
34.1,0,0,0,0,34.1,2,0,0
34.1,0,0,0,0,34.1,3,0,0
35.7,0,0,0,0,35.7,4,0,0
31.9,4,0,0,0,35.9,5,0,0
37.1,0,0,0,0,37.1,6,0,0
36.2,0,0,0,2,38.2,7,0,0
38.8,0,0,0,0,38.8,8,0,0
36.9,8,0,0,0,44.9,9,0,0
46.2,4,0,0,0,50.2,10,0,0
35,0,0,20,1.6,56.6,11,0,0
33.1,4,6,20,0,63.1,12,0,0
32.9,0,0,0,0,32.9,1,0,0
35.5,0,0,0,0,35.5,2,0,0
28.6,4,0,0,3.6,36.2,3,0,0
34.3,4,0,0,0,38.3,4,0,0
31.7,8,0,0,0,39.7,5,0,0
35,4,0,0,1.2,40.2,6,0,0
41.9,0,0,0,0,41.9,7,0,0
44.8,0,0,0,0,44.8,8,0,0
41.7,4,0,0,8.8,54.5,9,0,0
27.4,0,0,0,0,27.4,1,0,0
32.1,0,0,0,0,32.1,2,0,0
33.3,0,0,0,0,33.3,3,0,0
32.6,4,0,0,0,36.6,4,0,0
32.9,4,0,0,0,36.9,5,0,0
34.5,4,0,0,0,38.5,6,0,0
41.2,0,0,0,0,41.2,7,0,0
36.4,4,3.2,0,4,47.6,8,0,0
38.6,16,0,0,7.6,62.2,9,0,0
33.3,0,0,60,14.8,108.1,10,0,0
26,0,0,0,0,26,1,0,0
26.7,0,0,0,0,26.7,2,0,0
29.1,0,0,0,0,29.1,3,0,0
26.9,4,0,0,0,30.9,4,0,0
31.7,0,0,0,0,31.7,5,0,0
32.1,0,0,0,0,32.1,6,0,0
27.9,8,0,0,0,35.9,7,0,0
31.9,4,0,0,0,35.9,8,0,0
32.1,4,0,0,0,36.1,9,0,0
38.6,0,0,0,0,38.6,10,0,0
35.7,4,0,0,0,39.7,11,0,0
34.8,4,0,0,3.2,42,12,0,0
33.8,12,0,0,0,45.8,13,0,0
32.6,0,0,20,4.8,57.4,14,0,0
36.2,8,0,20,27.6,91.8,15,0,0
31.2,4,0,0,0,35.2,1,0,0
31.4,4,0,0,0,35.4,2,0,0
33.3,4,0,0,0,37.3,3,0,0
33.3,4,0,0,0,37.3,4,0,0
37.6,0,0,0,0,37.6,5,0,0
38.1,0,0,0,0,38.1,6,0,0
37.9,0,0.8,0,0,38.7,7,0,0
38.1,4,0,0,0,42.1,8,0,0
20.5,0,0,0,0,20.5,1,0,0
44.1,0,0,0,0,44.1,2,0,0
41.2,4,0,0,0,45.2,3,0,0
45.5,0,0,0,0,45.5,4,0,0
42.4,0,0,0,4,46.4,5,0,0
41.4,8,0,0,0,49.4,6,0,0
41.2,8,0,0,3.6,52.8,7,0,0
42.6,24,7.2,0,0,73.8,8,0,0
37.1,8,2.4,20,7.2,74.7,9,0,0
29.3,4,0,60,26.4,119.7,10,0,0
34,0,4:57,2,0,34,1,0,0
36,0,5:35,3,0,36,2,0,0
33.5,0,5:04,1,0,37.5,3,0,0
37.3,0,4:39,4,0,43.3,4,0,0
35.5,0,4:16,5,0,50.7,5,0,0
36.8,20,4:41,6,0,62,6,0,0
35.3,20,4:12,7,0,76.1,7,0,0
34.3,60,4:40,8,0,99.9,8,0,0
31.5,0,4:55,1,0,35.5,1,0,0
38,0,5:43,2,0,38,2,0,0
37.8,0,6:24,3,0,53.8,3,0,0
40.5,0,6:26,4,0,57.3,4,0,0
34,40,5:44,5,0,78,5,0,0
29.8,60,5:17,6,0.8,94.6,6,0,0
34.3,20,8:13,7,2.8,116.7,7,0,0
27.8,0,5:05,1,0,27.8,1,0,0
32.8,0,4:59,3,0,32.8,2,0,0
33.8,0,5:04,4,0,33.8,3,0,0
35,0,5:09,5,0,35,4,0,0
30.5,0,5:37,6,0,37.3,5,0,0
34.8,0,5:28,7,0,38,6,0,0
31,0,5:02,2,0,39,7,0,0
43.8,0,5:12,10,0,47.8,8,0,0
40,0,4:55,8,7.2,55.2,9,0,0
27,20,5:22,11,4.8,56.6,10,0,0
41.8,0,5:45,12,0,59.8,11,0,0
51.3,0,6:13,13,0,76.5,12,0,0
32.3,0,7:41,14,0,92.7,13,0,0
25,0,5:08,1,0,25,1,0,0
33.8,0,5:09,5,0,33.8,2,0,0
34,0,5:01,6,0,34,3,0,0
32,0,4:22,6,0,34,4,0,0
34.3,0,5:13,8,0,34.3,5,0,0
30.5,0,4:58,2,0,34.5,6,0,0
32,0,4:37,3,0,36,7,0,0
32.3,0,5:17,4,0,36.3,8,0,0
35.3,0,5:24,11,0,36.9,9,0,0
35.3,0,4:52,9,0,39.3,10,0,0
36.3,0,4:56,10,0,40.3,11,0,0
34.8,0,5:40,13,0,46.8,12,0,0
37,0,5:06,12,0,49,13,0,0
36,20,5:10,14,0,56,14,0,0
34.3,0,6:44,15,0,67.9,15,0,0
28.8,0,5:07,1,0.8,29.6,1,0,0
33.5,0,4:41,3,0.4,33.9,2,0,0
35.8,0,4:53,4,0,35.8,3,0,0
36.5,0,4:27,5,0,36.5,4,0,0
35.3,0,4:23,6,0,36.9,5,0,0
31.3,0,5:10,2,0,39.3,6,0,0
42.8,0,5:11,7,0,42.8,7,0,0
39.5,40,6:41,9,0,111.9,8,0,0
24.5,0,4:51,1,0,24.5,1,0,0
28.8,0,4:48,3,0,28.8,2,0,0
26.8,0,4:53,2,0,30.8,3,0,0
28.8,0,5:18,3,0,32.8,4,0,0
40,0,5:17,7,0,40,5,0,0
36,0,4:40,5,0,44,6,0,0
37.8,0,5:09,6,5.6,47.4,7,0,0
42.5,20,5:23,8,0,63.7,8,0,0
32.8,60,6:02,9,0,109.6,9,0,0
37.8,80,7:47,10,13.2,201.8,10,0,0
27.3,0,5:02,1,0,31.3,1,0,0
33.3,0,5:08,3,3.2,36.5,2,0,0
31.8,0,5:41,2,0.8,36.6,3,0,0
41,0,4:52,4,0,41.8,4,0,0
34.5,0,6:10,5,4,52.9,5,0,0
33.8,20,5:28,7,0,53.8,6,0,0
32.5,20,5:28,6,0,56.5,7,0,0
34.5,0,4:51,1,0,35.7,1,0,0
38,0,5:00,2,0,38,2,0,0
37.3,0,5:47,3,0,38.5,3,0,0
34.5,0,5:59,4,0,40.5,4,0,0
33.8,0,4:33,5,0,42.2,5,0,0
30.5,20,5:18,6,7.2,61.7,6,0,0
48,0,6:08,7,0,65.6,7,0,0
27.5,0,4:56,1,0,27.5,1,0,0
35.8,0,5:17,7,0,35.8,2,0,0
32.3,0,4:46,2,0,36.3,3,0,0
33.5,0,4:49,3,0,37.5,4,0,0
33.8,0,4:45,4,0,37.8,5,0,0
31.8,0,5:36,8,0,38.2,6,0,0
35.3,0,4:44,5,0,39.3,7,0,0
41.3,0,5:17,10,0,41.3,8,0,0
42,0,4:43,11,0,42,9,0,0
44.5,0,5:18,12,0,44.5,10,0,0
35.5,0,4:16,9,0,47.9,11,0,0
34.8,40,6:25,13,0,100.8,12,0,0
30.7,0,0,0,2.8,33.5,1,0,0
33,0,0,0,2,35,2,0,0
30.2,0,0,0,11.2,41.4,3,0,0
31.5,12,0,0,0,43.5,4,0,0
36.1,4,0,0,9.2,49.3,5,0,0
28.9,20,0,0,5.6,54.5,6,0,0
32.6,0,0,20,22.8,75.4,7,0,0
27.8,0,0,0,4,31.8,1,0,0
32.2,0,0,0,0,32.2,2,0,0
33.7,0,0,0,0,33.7,3,0,0
29.6,4,1.2,0,4.4,39.2,4,0,0
30.4,0,0,0,0,30.4,1,0,0
28.9,8,0,0,0,36.9,2,0,0
30,4,0,0,5.2,39.2,3,0,0
37.6,0,0,0,3.6,41.2,4,0,0
33.5,0,0.4,0,10.4,44.3,5,0,0
35.2,4,0,0,6.4,45.6,6,0,0
29.8,0,0,0,18,47.8,7,0,0
32.6,12,0,0,4,48.6,8,0,0
27.3,0,0,0,0,27.3,1,0,0
28.4,0,0,0,0,28.4,2,0,0
32.1,0,0,0,0,32.1,3,0,0
32.7,0,0,0,0,32.7,4,0,0
24.8,8,0,0,0,32.8,5,0,0
28.4,0,0,0,8,36.4,6,0,0
35.7,4,0,0,0,39.7,7,0,0
36.4,4,0,20,27.2,87.6,8,0,0
29.6,4,0,0,5.2,38.8,1,0,0
29.8,4,0.4,0,6.8,41,2,0,0
33.4,0,0,0,10,43.4,3,0,0
35.5,0,0,0,11.2,46.7,4,0,0
27.1,0,0,0,0,27.1,1,0,0
27.1,0,0,0,0,27.1,2,0,0
28.3,0,0,0,0,28.3,3,0,0
29.8,0,0,0,0,29.8,4,0,0
33.8,0,0,0,0,33.8,5,0,0
30,4,0,0,0,34,6,0,0
34.5,4,0,0,6.4,44.9,7,0,0
41.2,4,0,0,0,45.2,8,0,0
32.1,8,0,0,11.6,51.7,9,0,0
34.3,0,0,0,19.2,53.5,10,0,0
35.2,12,7.2,0,0,54.4,11,0,0
26.4,0,0,0,0,26.4,1,0,0
27.6,4,0,0,0,31.6,2,0,0
31.2,0,0.4,0,0.4,32,3,0,0
32.1,0,0,0,0,32.1,4,0,0
32.4,0,0,0,0,32.4,5,0,0
36.9,0,0,0,0,36.9,6,0,0
36,4,2.4,0,0,42.4,7,0,0
32.6,0,0,20,0,52.6,8,0,0
33.3,0,0.4,0,19.2,52.9,9,0,0
36.7,0,0,20,8,64.7,10,0,0
27.9,0,0,0,0,27.9,1,0,0
29.3,0,0,0,0,29.3,2,0,0
30,0,0,0,0,30,3,0,0
30.5,0,0,0,0,30.5,4,0,0
34.8,0,0,0,0,34.8,5,0,0
35,0,0,0,0,35,6,0,0
31.4,0,0,0,5.2,36.6,7,0,0
34.1,4,0,0,0,38.1,8,0,0
34.1,0,0,0,4.8,38.9,9,0,0
34.3,0,3.2,0,4,41.5,10,0,0
32.6,4,0,0,6.4,43,11,0,0
32.1,0,0,0,12.8,44.9,12,0,0
31.9,4,0,0,9.2,45.1,13,0,0
33.8,4,0,0,14.4,52.2,14,0,0
27.1,0,2.8,20,14.4,64.3,15,0,0
34.5,0,0,0,48.4,82.9,16,0,0
24.8,0,0,0,0,24.8,1,0,0
31.3,4,0,0,0,35.3,2,0,0
37,0,0,0,0,37,3,0,0
32.8,8,0,0,4.4,45.2,4,0,0
36,4,2.4,20,3.2,65.6,5,0,0
21.8,0,0,0,0,21.8,1,0,0
26.8,0,0,0,0,26.8,2,0,0
28,0,0,0,0,28,3,0,0
28.3,0,0,0,0,28.3,4,0,0
30,0,0,0,0,30,5,0,0
27.8,4,0,0,0,31.8,6,0,0
31.3,4,0,0,0,35.3,7,0,0
27.3,12,0,0,0,39.3,8,0,0
29.4,0,0,0,0,29.4,1,0,0
34.2,4,0,0,0,38.2,2,0,0
43.6,0,0,0,0.8,44.4,3,0,0
36.7,8,0.4,0,0.8,45.9,4,0,0
42.2,0,3.2,0,9.2,54.6,5,0,0
31.7,0,0,20,3.2,54.9,6,0,0
39.2,0,0,20,0,59.2,7,0,0
43.1,12,5.6,0,0,60.7,8,0,0
31.4,0,0,40,19.2,90.6,9,0,0
51.1,4,4.4,40,58.8,158.3,10,0,0
31.9,4,0,0,0,35.9,1,0,0
29.3,8,0,0,2.4,39.7,2,0,0
36,4,0,0,4.8,44.8,3,0,0
42.4,0,0,0,3.6,46,4,0,0
38.1,4,2.4,0,2.8,47.3,5,0,0
33.1,0,0,20,0,53.1,6,0,0
34.1,8,0,20,21.6,83.7,1,0,0
31.4,4,0,0,0,35.4,1,0,0
41.4,0,0,0,0,41.4,2,0,0
43.1,0,0,0,0,43.1,3,0,0
46.9,0,0,0,0,46.9,4,0,0
39.4,16,1.2,0,0,56.6,5,0,0
37.5,4,0,20,10.8,72.3,6,0,0
33.9,0,0,20,30,83.9,7,0,0
22.5,0,1.2,0,0,23.7,1,0,0
28.4,0,0,0,0,28.4,2,0,0
29.1,0,0.8,0,0,29.9,3,0,0
30.3,0,0,0,0,30.3,4,0,0
27.5,4,0,0,0,31.5,5,0,0
28.1,4,4.8,0,0,36.9,6,0,0
26.9,0,0,0,10.8,37.7,7,0,0
35.6,4,0,0,8,47.6,8,0,0
24.8,0,0,0,0,24.8,1,0,0
27,0,0,0,0,27,2,0,0
31,0,0,0,0,31,3,0,0
31,0,0,0,0,31,4,0,0
32.5,0,0,0,0,32.5,5,0,0
27.8,4,0,0,2.8,34.6,6,0,0
32.8,4,0,0,10,46.8,7,0,0
35,16,9.6,60,0,120.6,8,0,0
21.8,0,0,0,0,21.8,1,0,0
27.3,4,0,0,0,31.3,2,0,0
32.5,0,0,0,0,32.5,3,0,0
33.8,4,0,0,0,37.8,4,0,0
34.5,4,0,0,0,38.5,5,0,0
40.5,0,0,0,0,40.5,6,0,0
34.8,0,0,0,6.8,41.6,7,0,0
42.5,0,0,0,0,42.5,8,0,0
29.8,4,0,0,14,47.8,9,0,0
36.8,8,0,0,5.6,50.4,10,0,0
22,4,0,0,0,26,1,0,0
28.5,0,0,0,0,28.5,2,0,0
28.3,0,2.8,0,0,31.1,3,0,0
33.3,0,0,0,0,33.3,4,0,0
34.5,0,0,0,0,34.5,5,0,0
34.5,0,0,0,0,34.5,6,0,0
36.3,0,0,0,0,36.3,7,0,0
32,4,0.8,0,1.2,38,8,0,0
35,4,0,0,0,39,9,0,0
33,4,5.2,0,1.2,43.4,10,0,0
30,0,0,0,0,30,1,0,0
30.9,0,4,0,0,34.9,2,0,0
27.1,0,1.6,0,0,28.7,1,0,0
29.8,0,0,0,0,29.8,2,0,0
32.1,0,0,0,0,32.1,3,0,0
32.9,4,0,0,0,36.9,4,0,0
39.3,4,0,0,0,43.3,5,0,0
28.1,0,0,0,0,28.1,1,0,0
31.7,0,0,0,0,31.7,2,0,0
30.7,0,1.2,0,0,31.9,3,0,0
32.4,0,0,0,0,32.4,4,0,0
31.2,4,0,0,0,35.2,5,0,0
37.6,0,0,0,0,37.6,6,0,0
33.1,4,0.8,0,0,37.9,7,0,0
32.4,8,0,0,0,40.4,8,0,0
30.7,0,0,0,0,30.7,1,0,0
28.1,0,0,0,4,32.1,2,0,0
32.4,4,0,0,0,36.4,3,0,0
37.4,0,0,0,0,37.4,4,0,0
33.6,4,0,0,0,37.6,5,0,0
35.5,4,0,0,0,39.5,6,0,0
37.9,4,0,0,0,41.9,7,0,0
34.3,8,0,0,0,42.3,8,0,0
38.6,12,0,0,0,50.6,9,0,0
33.3,0,0,0,0,33.3,1,0,0
32.8,4,1.2,0,0,38,2,0,0
35.3,4,4,0,0,43.3,3,0,0
33.3,0,0,0,10.8,44.1,4,0,0
30.8,0,0,40,7.2,78,5,0,0
28.6,0,0,0,0,28.6,1,0,0
28.6,4,0,0,0,32.6,2,0,0
28.9,4,0,0,1.2,34.1,3,0,0
30.8,0,0,0,4.4,35.2,4,0,0
29.4,0,0,0,6.8,36.2,5,0,0
35,8,0,0,0,43,6,0,0
40,4,0,0,0,44,7,0,0
30.3,0,0,0,14,44.3,8,0,0
31.7,0,0,0,16.4,48.1,9,0,0
25.3,0,0,0,0,25.3,1,0,0
25.3,0,0,0,0,25.3,2,0,0
25.8,0,0,0,0,25.8,3,0,0
25.6,4,0,0,0,29.6,4,0,0
29.7,0,0,0,0,29.7,5,0,0
30.8,4,0.8,0,0,35.6,6,0,0
32.2,4,0,0,0,36.2,7,0,0
35,4,0,0,0,39,8,0,0
33.6,4,0,0,8.4,46,9,0,0
34.1,0,0,0,12,46.1,1,0,0
33.9,4,0.8,0,17.6,56.3,2,0,0
39.8,4,0.4,0,12.8,57,3,0,0
36.9,0,0,0,21.2,58.1,4,0,0
38.5,16,9.6,0,8,72.1,5,0,0
30.9,0,0,0,13.6,44.5,1,0,0
