Unnamed: 0,Division,Event,Rider,Horse,Dress Score,Dress Place,Stad Jump,Stad Time,To Date Score,To Date Place,XC Jump,XC Elapsed,XC Time,Final Score,Final Place,Difficulty,Junior,Senior,CT,Rider_x,Fall,Horse_x,Lon,Lat,temp-end,precip-end,wspd-end,visibility-end,cloudcover-end,wgust-end,moonphase-end,Precip_Prior_3_Day,Precip_Prior_5_Day,Precip_Prior_7_Day,Event_Falls,Ride_Count,Fall_Rate,Fall_Rate_Decimal,Fall_Rate_Percent
0,Introductory-A,Full Moon Farms H.T.(Nov 2020),Aylah Dhruv,Sig,37.0,7,0,0,37,5,0,4:54,0,37,1,1,0,0,0,Aylah Dhruv,0,,-76.91386,39.4572,59.9,0.0,4.9,9.8,3.2,,0.72,0.0,0.0,0.19,1,130,0.007692307692307693,0.007692307692307693,0.7692307692307693
130,Open Preliminary,Horse Trials at Majestic Oaks (Nov 2020),Alexander O'Neal,Rock on Cooley,25.9,1,0,0,25.9,1,0,5:18,0,25.9,1,5,0,0,0,Alexander O'Neal,0,Rock on Cooley,-82.21323000000002,29.40346,74.7,0.0,16.2,9.7,54.1,26.4,0.67,0.0,0.01,0.18000000000000002,2,120,0.016666666666666666,0.016666666666666666,1.6666666666666667
870,Training,November 5th: Barnstaple Jackpot + 3-Phase,Jennifer Robertson,Urijah,28.8,1,0,0,28.8,1, ,0:00, , , ,4,0,0,0,,0,,-82.21323000000002,29.40346,69.9,0.0,12.6,9.8,35.1,18.9,0.59,0.01,0.18000000000000002,0.23000000000000004,0,21,0.0,0.0,0.0
1258,CCI Two Star Long,Galway Downs International Event & H.T.(Oct 2020),Lauren Burnell,Freedom Hill,27.2,3,2,0,0,27.2,0,6:57,0,27.2,1,5,0,0,0,Lauren Burnell,0,Freedom Hill,-117.03396,33.48728,60.7,0.0,8.4,9.7,0.0,,0.44,0.06,0.06,0.06,11,376,0.02925531914893617,0.02925531914893617,2.925531914893617
2140,Advanced,Chattahoochee Hills H.T.(Oct 2020),Marilyn Little,RF Scandalous,22.9,1,0,0,22.9,1, ,0:00, , , ,7,0,0,0,Marilyn Little,0,RF Scandalous,-84.71646,33.63024,68.2,2.75,6.6,7.9,72.5,18.3,0.27,0.0,0.0,0.0,7,204,0.03431372549019608,0.03431372549019608,3.431372549019608
2361,Advanced CT,Grand Oaks Horse Trials,Clayton Fredericks,FE Stormtrooper,28.9,1,0,0,28.9,1, ,0:00, , , ,7,0,0,0,Clayton Fredericks,0,FE Stormtrooper,-82.21323000000002,29.40346,64.1,0.14,13.4,8.7,25.5,19.7,0.92,0.0,0.0,0.01,3,169,0.01775147928994083,0.01775147928994083,1.7751479289940828
2683,Modified,Waredaca Classic Horse Trials (Oct 2020),Tracey Bienemann,Eleganze,30.7,4,0,0,30.7,3,0,5:48,2.8,33.5,1,0,0,0,0,Tracey Bienemann,0,Eleganze,-77.08061,39.23332,66.3,0.01,7.9,5.5,30.1,,0.17,0.0,0.0,0.1,3,99,0.030303030303030304,0.030303030303030304,3.0303030303030303
2823,Beginner Novice Combined Test,Stable View Eventing Academy Schooling H.T.,Jeanne Hulse,Excel Star Tristan,36.3,1,0,1.2,37.5,1, ,0:00, , , ,2,0,0,1,Jeanne Hulse,0,Excel Star Tristan,-81.79998,33.64859000000001,81.2,0.0,11.6,9.5,3.9,17.2,0.63,1.51,3.29,4.7,5,532,0.009398496240601503,0.009398496240601503,0.9398496240601504
3801,Advanced Combined Test,War Horse Event Series October H.T.(Oct 2020),McKenzie Cumbea,Regiment,34.8,4,0,0,34.8,1, ,0:00, , , ,7,0,0,1,McKenzie Cumbea,0,Regiment,-79.36633,35.01506,70.3,1.14,9.3,7.4,94.7,22.3,0.81,0.04,0.04,0.04,0,2,0.0,0.0,0.0
3803,Open Pre-Training,Glenarden Farms Horse Trials,Holly Jacks Smither,Josephine,29.5,2,0,0,29.5,2,0,4:56,0,29.5,1,4,0,0,0,Holly Jacks Smither,0,Josephine,-83.84456999999998,42.36583,72.6,0.0,6.2,8.5,9.2,,0.11,0.0,0.6,1.66,10,243,0.0411522633744856,0.0411522633744856,4.11522633744856
4565,CCI Two Star Short,Woodside International H.T.(Oct 2020),Tamra Smith,AEV Above Authority,27.2,4,0,0.4,27.6,2,0,5:32,0,27.6,1,5,0,0,0,Tamra Smith,0,AEV Above Authority,-122.24548,37.40747,60.7,0.0,10.6,8.0,96.4,17.2,0.66,0.0,0.0,0.0,10,376,0.026595744680851064,0.026595744680851064,2.6595744680851063
4961,Training,Bath Pony Club Mini Trial,Emily Garside,Heathen's Gold n Blue,36.43,2,0,0,36.43,1,0,4:46,0,36.43,1,4,0,0,0,Emily Garside,0,,-84.5168,38.15169,55.7,0.03,14.4,9.9,68.2,23.0,0.52,0.0,0.28,0.52,2,230,0.008695652173913044,0.008695652173913044,0.8695652173913043
5266,Advanced-A,Morven Park Fall International H.T. & CCIS,Katherine Owens,Cooley On Show,29.5,3,0,0,29.5,3,0,7:17,6.8,36.3,1,7,0,0,0,Katherine Owens,0,Cooley On Show,-77.55527,39.14542,55.5,0.09,14.4,9.9,42.7,23.0,0.5,0.42,0.4300000000000001,0.7400000000000001,16,333,0.04804804804804805,0.04804804804804805,4.804804804804805
5828,Open Preliminary-A,ESDCTA New Jersey H.T. at the Horsepark,Alyssa Phillips,Cornelius Bo,28.0,2,0,0,28,2-T,0,6:11,9.6,37.6,1,5,0,0,0,Alyssa Phillips,0,Cornelius Bo,-74.49821,40.19321,70.2,0.0,8.9,7.4,81.1,,0.39,0.07,0.07,0.07,11,332,0.03313253012048193,0.03313253012048193,3.313253012048193
6134,Introductory-A,Larkin Hill HT,Spencer Stickles,Myserty Machine,33.1,3,0,0,33.1,2,0,4:00,0,33.1,1,1,0,0,0,Spencer Stickles,0,,-73.64431,42.47909,63.1,0.0,12.7,7.1,45.3,24.2,0.35,0.0,0.0,0.0,28,897,0.03121516164994426,0.03121516164994426,3.121516164994426
6337,Entry - 3 Phase,Barnstaple South Jackpot and 3-Phase (Sept. 24),Caroline Mandeville,Blue Rock Emerald Princess,37.8,1,4,0,41.8,1,0,3:19,0,41.8,1,0,0,0,0,,0,,-82.21323000000002,29.40346,77.7,0.0,11.5,9.9,25.4,19.7,0.25,0.01,0.12,0.75,0,35,0.0,0.0,0.0
6380,CCI Two Star - S,Stable View Oktoberfest 1/ 2/3/4* and H.T.,Elisabeth Halliday-Sharp,Maryville Sir Henry,27.4,1,0,0,27.4,1,0,5:46,0,27.4,1,5,0,0,0,Elisabeth Halliday-Sharp,0,,-81.79998,33.64859000000001,77.9,0.0,8.8,8.4,24.9,,0.98,0.0,0.0,0.0,19,665,0.02857142857142857,0.02857142857142857,2.857142857142857
6743,Preliminary/training,Full Gallop Farm Sept. Schooling HT,Lauren Lindsay,FGF Shelby Cobra,35.7,2,8,2,45.7,1,0,4:49,0,45.7,1,5,0,0,0,Lauren Lindsay,0,FGF Shelby Cobra,-81.58405,33.57045,80.9,0.0,10.6,9.9,10.2,17.2,0.34,0.0,0.0,0.19,1,71,0.014084507042253521,0.014084507042253521,1.4084507042253522
6783,Training-A,Apple Knoll Farm H.T.(Sep 2020),Lanie Mourgenos,Fit & Frisky,24.6,1,0,0,24.6,1,0,4:46,0,24.6,1,4,0,0,0,Lanie Mourgenos,0,Fit & Frisky,-70.57221,41.86124,52.7,0.0,16.9,9.8,10.8,27.5,0.02,0.04,0.04,0.04,4,83,0.04819277108433735,0.04819277108433735,4.819277108433735
7162,CCI Two Star Short-A,Plantation Field International CCI-S(Sep 2020),Olivia Dutton,Iniesta,29.7,1,4,0,0,36.1,0,6:11,6.4,36.1,2,5,0,0,0,Olivia Dutton,0,Iniesta,-75.78744,39.90874,52.7,0.0,16.9,9.8,10.8,27.5,0.02,0.04,0.04,0.04,7,184,0.03804347826086957,0.03804347826086957,3.804347826086957
8798,Preliminary,Course Brook Farm Horse Trials,Ferial Johnson,Great Recession,33.0,3,0,0.4,33.4,2,0,5:58,9.2,42.6,1,5,0,0,0,Ferial Johnson,0,Great Recession,-71.39974000000002,42.25229,77.7,0.0,9.9,7.7,20.4,18.3,0.96,0.18,0.51,0.54,7,320,0.021875,0.021875,2.1875
9306,Training,Majestic Oaks Schooling Show,Elinor O'Neal,Ete Indien Kalone,31.0,2,0,0.8,31.8,2,0,5:09,0.8,32.6,1,4,0,0,0,Elinor O'Neal,0,Ete Indien Kalone,-82.21323000000002,29.40346,58.9,0.02,5.5,8.8,74.4,,0.95,0.0,0.15,0.35,0,67,0.0,0.0,0.0
9391,Elementary - Junior Horse Trials-A,GMHA Starter Horse Trials (Aug 2020),Piper Jordan,Sugar Maple,48.3,6,0,0,48.3,3,0,2:26,0,48.3,1,1,1,0,0,,0,,-72.53926,43.55708,63.1,0.0,11.0,9.9,67.1,21.5,0.45,0.8300000000000001,1.32,1.59,0,71,0.0,0.0,0.0
9557,CCI 1 Star,Chattahoochee Hills H.T. (Aug 2020),Joanie Morris,Betterthanexpected,31.6,1,0,0.8,32.4,1,0,5:06,0,32.4,1,4,0,0,0,Joanie Morris,0,Betterthanexpected,-84.70005,33.63993,80.5,0.0,12.2,9.7,63.5,26.4,0.41,0.08,1.57,1.61,10,322,0.031055900621118012,0.031055900621118012,3.1055900621118013
10056,Maiden Combined Test,War Horse Event Series (Aug 2020),Bri Gindlesperger,Wilford Hall,25.0,1,0,0,25,1, ,0:00, , , ,0,0,0,1,,0,,-79.36633,35.01506,77.8,0.04,10.5,9.7,45.4,,0.1,0.24,1.13,1.2600000000000002,1,60,0.016666666666666666,0.016666666666666666,1.6666666666666667
10686,Preliminary,Full Gallop Farm August HT(Aug 2020),Will Faudree,FRH Ramona,34.6,4,0,0,34.6,3,0,4:51,0,34.6,1,5,0,0,0,Will Faudree,0,FRH Ramona,-81.58405,33.57045,78.7,0.41,12.3,8.7,53.1,16.1,0.91,0.64,1.69,1.8,5,74,0.06756756756756757,0.06756756756756757,6.756756756756757
11432,CCI Three Star (short),Fair Hill International August Horse Trials,Phillip Dutton,Fernhill Singapore,22.5,2,1,0,0,24.5,0,6:10,2,24.5,1,6,0,0,0,Phillip Dutton,0,Fernhill Singapore,-75.86013,39.70171,74.7,0.0,5.2,9.6,34.1,,0.59,2.52,6.48,6.49,17,578,0.029411764705882353,0.029411764705882353,2.941176470588235
12554,Advanced Intermediate,The Summer Event at Woodside (Aug 2020),Helen Bouscaren,Ebay,28.9,2,1,0,0,32.9,0,5:27,4,32.9,1,7,0,0,0,Helen Bouscaren,0,Ebay,-122.24548,37.40747,63.3,0.0,17.5,8.5,60.6,36.2,0.53,0.02,0.02,0.02,12,358,0.0335195530726257,0.0335195530726257,3.35195530726257
13398,CCI Two Star,Horse Park of New Jersey H.T. II,Ashley Adams,Charly,24.9,1,4,0,28.9,1,0,5:06,0,28.9,1,5,0,0,0,Ashley Adams,0,Charly,-74.49821,40.19321,75.2,1.22,9.1,9.5,61.0,31.1,0.07,0.39,0.39,0.39,5,114,0.043859649122807015,0.043859649122807015,4.385964912280701
13901,Preliminary - Combined Test,Stableview Eventing Academy- July,Sierra  Shurtz,Zach Eyed Pea,26.7,1, , , , , ,0:00, , , ,5,0,0,1,Sierra  Shurtz,0,Zach Eyed Pea,-81.79998,33.64859000000001,86.9,0.0,6.5,9.8,5.1,,0.99,0.0,0.0,0.0,1,77,0.012987012987012988,0.012987012987012988,1.2987012987012987
14332,Open Training-A,Silverwood Farm Summer Horse Trials,Mark Ward,Purple Rain,26.0,1,0,0,26,1,0,4:44,0,26,1,4,0,0,0,Mark Ward,0,,-88.15521,42.53547,77.4,0.39,15.6,9.6,45.5,34.0,0.54,1.5499999999999998,1.5499999999999998,1.5499999999999998,2,225,0.008888888888888889,0.008888888888888889,0.8888888888888888
14596,Advanced,Galway Downs Horse Trials (July 2020),Erin R. Kellerhouse,Woodford Reserve,27.9,6,0,2.8,30.7,3,0,6:28,6.4,37.1,1,7,0,0,0,Erin R. Kellerhouse,0,Woodford Reserve,-117.03396,33.48728,71.0,0.0,11.1,9.2,14.5,17.2,0.93,0.0,0.0,0.0,8,217,0.03686635944700461,0.03686635944700461,3.686635944700461
14853,Intermediate/Preliminary,Poplar Place Farm May H.T.(JULY 2020),Briggs Surratt,Ultimate Victory,37.3,1,1,4,0,52.5,0,6:01,11.2,48.5,1,6,0,0,0,Briggs Surratt,0,Ultimate Victory,-84.86506999999997,32.7023,84.7,0.0,14.8,9.9,0.7,25.8,0.66,0.27,1.98,2.03,7,116,0.0603448275862069,0.0603448275862069,6.0344827586206895
15369,Open Intermediate-A,Maryland H.T. at Loch Moy Farm II(Jul 2020),Abigail  Niles,Carrick Finest Lad,31.9,4,0,0,31.9,4,0,5:27,5.2,37.1,1,6,0,0,0,Abigail  Niles,0,Carrick Finest Lad,-77.42949,39.27075,78.5,0.0,8.0,9.9,38.8,16.1,0.62,1.09,1.65,1.65,16,412,0.038834951456310676,0.038834951456310676,3.8834951456310676
16823,Prelim CT,Full Gallop Farm Schooling Show (June2020),Julie Worley,FMF Toucan Salute,36.1,1, , , , , ,0:00, , , ,5,0,0,0,Julie Worley,0,FMF Toucan Salute,-81.58405,33.57045,79.6,0.07,21.0,9.9,37.6,35.8,0.23,2.14,3.41,3.44,0,36,0.0,0.0,0.0
16870,Open Intermediate,Chattahoochee Hills HT Summer 1,Devon Brown,Hickstead,23.3,2,1,4,0,32.9,0,6:14,5.6,28.9,1,6,0,0,0,Devon Brown,0,Hickstead,-84.70005,33.63993,74.1,0.46,22.4,8.5,38.3,37.7,0.17,0.51,1.07,1.14,18,438,0.0410958904109589,0.0410958904109589,4.10958904109589
17173,Advanced-A,Horse Park of New Jersey H.T. I,Phillip Dutton,Z,26.1,1,0,0,26.1,1,0,6:12,6,32.1,1,7,0,0,0,Phillip Dutton,0,Z,-74.49821,40.19321,78.9,0.02,8.8,9.8,11.0,,0.88,0.61,0.61,1.01,17,482,0.035269709543568464,0.035269709543568464,3.5269709543568464
17493,Open Intermediate,Texas Rose Horse Park H.T.,Rebecca Brown,Dassett Choice,25.3,1,4,0,29.3,1,0,5:02,0,29.3,1,6,0,0,0,Rebecca Brown,0,Dassett Choice,-95.50306,32.47226,81.4,0.0,13.6,9.9,9.1,20.8,0.98,0.02,0.21,0.21,9,179,0.05027932960893855,0.05027932960893855,5.027932960893855
18174,Preliminary,Full Gallop Farm HT,Ivie Cullen-Dean,Fernhill Full Throttle,25.9,1,0,0,25.9,1,0,4:59,0,25.9,1,5,0,0,0,Ivie Cullen-Dean,0,Fernhill Full Throttle,-85.52320999999998,38.42696,68.9,0.07,11.1,9.9,44.0,23.0,0.79,0.0,0.11,0.11,3,146,0.02054794520547945,0.02054794520547945,2.054794520547945
18310,Open Training,Silverwood Farm Spring Horse Trials,Maura Daugherty,Hat Trick,30.0,1,4,0,34,4,0,4:38,1.6,35.6,1,4,0,0,0,Maura Daugherty,0,Hat Trick,-88.15521,42.53547,56.3,0.0,14.0,9.9,16.4,26.4,0.74,0.55,0.74,0.74,0,208,0.0,0.0,0.0
19070,Open Preliminary,Feather Creek Farm H.T.(June 2020),Samantha Tinney,Glenbrook Cooley,26.5,2,0,0,26.5,1,0,5:21,12.4,38.9,1,5,0,0,0,Samantha Tinney,0,Glenbrook Cooley,-97.331,35.23746,52.7,0.0,16.9,9.8,10.8,27.5,0.02,0.04,0.04,0.04,3,80,0.0375,0.0375,3.75
19272,Preliminary/Training,Full Gallop Farm Schooling Show (May 2020),Lauren Lindsay,FGF Shelby Cobra,39.1,1,4,0,43.1,1,0,4:34,0,43.1,1,5,0,0,0,Lauren Lindsay,0,FGF Shelby Cobra,-81.58405,33.57045,77.4,0.74,12.3,9.0,49.2,32.2,0.24,0.56,0.92,1.4500000000000002,0,26,0.0,0.0,0.0
19343,Sprouts - Horse Trial,Stable View Eventing Academy Schooling HorseTrial,Lara Shelnutt,Poppyfields Tiger Shark,25.9,2,0,0,25.9,2,0,3:15,0.4,26.3,1,1,0,0,0,Lara Shelnutt,0,Poppyfields Tiger Shark,-81.79998,33.64859000000001,76.9,0.33,13.0,9.7,18.2,17.2,0.0,0.92,5.57,5.57,4,169,0.023668639053254437,0.023668639053254437,2.366863905325444
19886,Open Preliminary,Meadow Creek Park - The Spring Social Event,Chloe Johnson,I Spy HX,28.1,1,0,0.8,28.9,1,0,4:29,1.6,30.5,1,5,0,0,0,Chloe Johnson,0,I Spy HX,-96.6406,31.26988,50.1,0.0,7.9,9.9,27.9,,0.34,1.45,1.47,1.63,12,190,0.06315789473684211,0.06315789473684211,6.315789473684211
19993,Open Intermediate-A,Pine Top Spring Horse Trials,Boyd Martin,On Cue,29.0,4,0,0,29,3,0,6:16,6.4,35.4,1,6,0,0,0,Boyd Martin,0,On Cue,-96.23961,29.95875,55.6,0.0,15.7,9.9,38.5,24.9,0.28,0.6,0.6,0.6,14,570,0.02456140350877193,0.02456140350877193,2.456140350877193
20316,Advanced Combined Test,Ocala Winter II H.T.(Mar 2020),Elisabeth Halliday-Sharp,Fernhill By Night,23.9,1,4,0,27.9,1, ,0:00, , , ,7,0,0,1,Elisabeth Halliday-Sharp,0,Fernhill By Night,-82.13986,29.05603,68.4,0.0,5.7,9.7,10.2,,0.54,0.0,0.0,0.03,14,523,0.02676864244741874,0.02676864244741874,2.676864244741874
20849,Training Test B,Full Gallop Farm Schooling Show (March 11),Michelle Donelan,Cobble Creek,37.1,1, , , , , ,0:00, , , ,4,0,0,0,,0,Cobble Creek,-81.58405,33.57045,64.2,0.0,19.0,9.6,30.4,25.3,0.52,0.0,0.0,1.8,1,45,0.022222222222222223,0.022222222222222223,2.2222222222222223
21083,Preliminary,Full Gallop Farm March H.T.,Ashley MacVaugh,Reuben Rialto,27.2,1,0,0,27.2,1,0,5:01,0.8,28,1,5,0,0,0,Ashley MacVaugh,0,Reuben Rialto,-81.58405,33.57045,43.2,0.0,14.2,9.9,0.2,23.0,0.45,1.8,2.88,2.88,0,110,0.0,0.0,0.0
21367,Open Intermediate,Chattahoochee Hills H.T.(Feb 2020),Kim Severson,Cooley Cross Border,23.8,1,1,0,0,27.4,0,5:29,3.6,27.4,1,6,0,0,0,Kim Severson,0,,-84.71646,33.63024,44.8,0.0,21.4,9.9,13.3,34.3,0.12,0.02,1.06,1.06,4,153,0.026143790849673203,0.026143790849673203,2.6143790849673203
22333,Preliminary,Full Gallop Farm February II H.T.(Feb 2020),Daniel Clasing,Greek Empire,32.2,4,0,0,32.2,4,0,4:54,0,32.2,1,5,0,0,0,Daniel Clasing,0,Greek Empire,-81.58405,33.57045,59.1,0.33,18.3,8.1,79.9,18.3,0.01,0.37,1.11,2.52,0,100,0.0,0.0,0.0
22672,Advanced Test A-A,Pine Top Advanced Horse Trials,Doug Payne,Starr Witness,23.8,1,0,0,23.8,1,0,6:20,2,25.8,1,7,0,0,0,Doug Payne,0,Starr Witness,-82.46623000000002,33.45322,57.2,0.05,11.0,4.1,92.5,,0.54,0.24,0.41,0.9,10,458,0.021834061135371178,0.021834061135371178,2.1834061135371177
23235,Advanced Test A,Rocking Horse Winter 2 Horse Trials,Lisa Marie Fergusson,Honor Me,31.3,7,0,0,31.3,5,0,6:10,5.6,36.9,1,7,0,0,0,Lisa Marie Fergusson,0,Honor Me,-81.64143,28.99305,58.0,0.01,9.6,9.9,3.2,19.7,0.31,0.4400000000000001,0.66,0.66,20,514,0.038910505836575876,0.038910505836575876,3.8910505836575875
23755,Training,Full Gallop February Schooling HT,Kaitlyn Shaw,FGF Actium,36.2,3,0,0,36.2,2,0,4:57,0.4,36.6,1,4,0,0,0,Kaitlyn Shaw,0,FGF Actium,-81.58405,33.57045,65.6,0.0,8.8,8.1,64.4,,0.55,0.17,0.18000000000000002,2.62,1,79,0.012658227848101266,0.012658227848101266,1.2658227848101267
23829,Advanced / Intermediate,Pine Top Intermediate Horse Trials,Colleen Loach,Qorry Blue D'Argouges,33.8,4,0,0,33.8,2,0,5:59,7.6,41.4,1,7,0,0,0,Colleen Loach,0,Qorry Blue D'Argouges,-82.46623000000002,33.45322,62.3,0.0,16.7,9.9,18.9,20.6,0.04,0.0,0.0,0.0,9,451,0.019955654101995565,0.019955654101995565,1.9955654101995564
24108,Advanced CT,Ocala Winter I Horse Trials,Kylie Lyman,Da Vinci Code,28.8,1,0,0,28.8,1, ,0:00, , , ,7,0,0,0,Kylie Lyman,0,Da Vinci Code,-82.13986,29.05603,75.3,0.21,31.2,9.8,72.2,46.6,0.43,0.0,0.05,0.05,13,488,0.02663934426229508,0.02663934426229508,2.663934426229508
24599,Preliminary,Full Gallop Farm February Horse Trials,Meg Bowers,Keep The Change,30.4,2,4,0,34.4,2-T,0,4:35,0,34.4,1,5,0,0,0,Meg Bowers,0,Keep The Change,-81.58405,33.57045,63.6,0.39,12.2,9.2,64.9,19.7,0.39,0.0,1.09,1.1900000000000002,0,103,0.0,0.0,0.0
24663,Intermediate / Preliminary,Three Lakes Winter 1,Maxine Preston,Shannondale Magnum,33.6,5,0,0,33.6,2,0,6:09,14.8,48.4,1,6,0,0,0,Maxine Preston,0,Shannondale Magnum,-81.83154,28.61913,66.5,0.01,10.2,9.8,71.2,,0.97,0.0,0.2,1.67,2,264,0.007575757575757576,0.007575757575757576,0.7575757575757576
24890,Starter,Sporting Days Farm Feb. HT,Heather Sinclair,Force Ten,31.4,2,0,0,31.4,1,0,3:32,0,31.4,1,1,0,0,0,Heather Sinclair,0,Force Ten,-72.56326,43.81005,25.8,0.02,5.3,9.6,94.3,,0.99,0.01,0.13,0.15,11,172,0.06395348837209303,0.06395348837209303,6.395348837209303
25061,Advanced CT,Galway Downs Winter H.T.(Jan 2020),Erin R. Kellerhouse,Woodford Reserve,28.9,1,0,0.4,29.3,1, ,0:00, , , ,7,0,0,0,Erin R. Kellerhouse,0,Woodford Reserve,-117.03396,33.48728,59.4,0.0,8.2,9.9,1.4,,0.15,0.0,0.0,0.0,2,170,0.011764705882352941,0.011764705882352941,1.1764705882352942
25232,Preliminary,Full Gallop Farm January H.T(Jan 2020),Susan Jellum,Rochambeau,33.3,2,0,0,33.3,2,0,4:57,0.4,33.7,1,5,0,0,0,Susan Jellum,0,Rochambeau,-81.58405,33.57045,44.5,0.0,10.7,9.9,24.7,11.4,0.01,0.62,0.62,0.79,1,54,0.018518518518518517,0.018518518518518517,1.8518518518518516
25286,Intermediate Rider,Rocking Horse Winter I H.T.(Jan 2020),Katherine DeLaney,Canto Royale,34.7,2,0,0,34.7,2,0,5:58,2.8,37.5,1,6,0,0,0,Katherine DeLaney,0,Canto Royale,-81.64143,28.99305,65.0,0.0,9.5,8.6,54.3,,1.0,0.02,0.02,0.02,9,498,0.018072289156626505,0.018072289156626505,1.8072289156626504
25784,Modified,Grand Oaks Horse Trials(Jan 2020),Lauren Kieffer,I'll Have Another,22.6,2,0,0,22.6,1,0,5:55,0,22.6,1,0,0,0,0,Lauren Kieffer,0,I'll Have Another,-82.21323000000002,29.40346,63.5,0.0,11.9,9.7,21.1,18.6,0.78,0.0,0.0,0.01,5,191,0.02617801047120419,0.02617801047120419,2.6178010471204187
25978,Modified,Stable View Aiken Opener H.T.,Lillian Heard,Chilly,26.7,4,4,0,30.7,3,0,4:59,0,30.7,1,0,0,0,0,Lillian Heard,0,Chilly,-81.79998,33.64859000000001,43.7,0.0,12.2,9.3,10.4,17.2,0.35,0.11,0.13,0.14,5,267,0.018726591760299626,0.018726591760299626,1.8726591760299627
26444,Training,Full Gallop Farm January Schooling Show,Lisa Burch,FGF Slew Z Cowboy,36.7,1,4,4.8,45.5,1,20,6:25,31.6,97.1,1,4,0,0,0,Lisa Burch,0,FGF Slew Z Cowboy,-81.58405,33.57045,42.0,0.0,11.9,9.9,0.0,18.6,0.33,0.8,0.8,1.27,0,19,0.0,0.0,0.0
26577,Intermediate CT,Sporting Days Farm Horse Trials IV(Dec 2019),Hanna Grace Johnson,Urlanmore Beauty,35.9,1, , , , , ,0:00, , , ,6,0,0,0,Hanna Grace Johnson,0,Urlanmore Beauty,-81.59201,33.521390000000004,52.6,0.0,10.0,9.9,57.9,11.4,0.37,0.0,0.0,0.46,1,111,0.009009009009009009,0.009009009009009009,0.9009009009009009
